SeqID	Pos	Strand	logFC	logCPM	LR	PValue	PValue.adj	MatchedFeatureType	MatchedFeatureID	MatchedFeatureGene	MatchedFeatureDescription	MatchedFeatureStart	MatchedFeatureEnd	MatchedFeatureStrand
NC_000913.3	228576	+	-0.120883605533273	6.70884919898706	0.0703301678489368	0.790856661554574	0.862776997236746	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	2534215	+	0.104927536915744	4.42798616629356	0.0701578081950203	0.791107150114866	0.862885794681329	CDS	cds2426	ptsI	PTS enzyme I	2534066	2535793	+
NC_000913.3	3055639	+	-0.104171346466769	4.78983169906417	0.0701390487974507	0.791134432820899	0.862885794681329	CDS	cds2904	zapA	cell division protein ZapA	3055612	3055941	+
NC_000913.3	3333016	-	0.176552868667405	4.88310233957313	0.069829219831604	0.791585598134563	0.863280738379649	CDS	cds3171	rpmA	50S ribosomal subunit protein L27	3332862	3333119	-
NC_000913.3	3308381	-	-0.13734931210646	4.82713805249162	0.0696680762092914	0.791820674864176	0.863439959664581	CDS	cds3151	nlpI	lipoprotein NlpI	3308040	3308924	-
NC_000913.3	3311602	-	0.156861949643045	4.61295420223787	0.0694358657960663	0.792159936050329	0.86371274017276	CDS	cds3153	rpsO	30S ribosomal subunit protein S15	3311415	3311684	-
NC_000913.3	3946521	+	-0.117013594066116	6.71547176885006	0.0692707133516564	0.792401594366075	0.86378189993144	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3942625	+	0.104450928372266	5.91292065709962	0.0689574013855179	0.792860894126122	0.864036440003788	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
pC008	3687	-	-0.123655938539613	4.19233276812292	0.0689290432313214	0.79290252077104	0.864036440003788	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	3442045	-	0.0952174341164301	4.4782650648481	0.0683382119974736	0.793771886438337	0.864807900907102	CDS	cds3274	rpsK	30S ribosomal subunit protein S11	3441709	3442098	-
NC_000913.3	3446502	-	-0.0910342624706393	4.24952752518353	0.0683266704238044	0.793788908941555	0.864807900907102	CDS	cds3283	rpsH	30S ribosomal subunit protein S8	3446153	3446545	-
NC_000913.3	2730089	-	0.0953754735944675	4.07630465427317	0.0680542844160534	0.794191093921592	0.865148828206563	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
pC008	4229	+	-0.155262768724637	5.32800454561643	0.0678888496528316	0.794435782357429	0.865293979153817	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
pC008	3452	-	-0.0712387412663804	4.30725275903841	0.0678435223423565	0.794502879858555	0.865293979153817	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	4167475	+	0.0981337490121044	5.25054962026138	0.0675861962850064	0.794884251109889	0.865417617208599	rRNA	rna156	rrsB	16S ribosomal RNA	4166659	4168200	+
NC_000913.3	4212119	+	0.0774502409236197	4.9132453390895	0.0676669515007302	0.794764484143064	0.865417617208599	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3423475	-	0.104110810514944	6.621035600383	0.067643541730817	0.7947991949989	0.865417617208599	rRNA	rna117	rrfF	5S ribosomal RNA	3423423	3423542	-
NC_000913.3	4036348	+	0.101712778155556	5.93078174258345	0.0670866327631074	0.795626850615403	0.866031562382381	rRNA	rna147	rrsA	16S ribosomal RNA	4035531	4037072	+
NC_000913.3	4171430	+	0.0948452091541812	4.66851797167499	0.0671193169862931	0.795578175597078	0.866031562382381	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	1146920	+	-0.230639245438823	5.31751282843924	0.067015086245874	0.795733445532475	0.866050335453209	CDS	cds1077	yceD	DUF177 domain-containing protein YceD	1146794	1147315	+
NC_000913.3	3944225	+	-0.11902318747438	5.89218081271044	0.0668506907616973	0.795978603470131	0.866116379569826	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	4167944	+	-0.0885815298710911	4.95553006552721	0.0667946881652925	0.796062191848507	0.866116379569826	rRNA	rna156	rrsB	16S ribosomal RNA	4166659	4168200	+
NC_000913.3	3445351	-	0.0717577760743429	4.40110669799502	0.0669111649701648	0.795888382785919	0.866116379569826	CDS	cds3281	rplR	50S ribosomal subunit protein L18	3445244	3445597	-
NC_000913.3	2727862	-	-0.0848414222600597	4.06828702631827	0.0661247304070258	0.797065069994834	0.866721081833064	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
pC008	4440	+	0.0965610838433691	6.81584153659413	0.0661620795109172	0.797009018896796	0.866721081833064	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	3811343	-	0.178560873780735	5.09837009690212	0.0657628242436203	0.797609071439543	0.86721533701217	CDS	cds3617	rpmG	50S ribosomal subunit protein L33	3811250	3811417	-
NC_000913.3	3423901	-	0.0913709197573661	5.60693998664877	0.0656965468668425	0.797708869383495	0.8672265669509	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
pC008	3710	-	-0.127887684867278	4.31101569638449	0.0655388163544899	0.797946589931274	0.867387719659509	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	2728099	-	-0.0898974965534652	5.10423685904604	0.064964726714015	0.798814401585109	0.868233684073162	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
pC008	1849	+	-0.138727890034775	4.91562590652432	0.0648549652153498	0.798980784930164	0.868317159808059	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	2270240	+	0.153373556309748	4.36223756078362	0.0643591910454404	0.799734184725027	0.868843695644439	CDS	cds2190	mepS	peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase	2269979	2270545	+
NC_000913.3	4035643	+	0.103467772763149	5.96483440234568	0.0644319153175275	0.799623476927438	0.868843695644439	rRNA	rna147	rrsA	16S ribosomal RNA	4035531	4037072	+
NC_000913.3	3470255	-	-0.0815854873597027	5.0763228484158	0.0643991752241746	0.799673308774071	0.868843695644439	CDS	cds3316	tufA	translation elongation factor Tu 1	3470145	3471329	-
NC_000913.3	3055757	+	-0.118803688708427	4.17268423300917	0.0640446663273337	0.800213752374157	0.869267275777508	CDS	cds2904	zapA	cell division protein ZapA	3055612	3055941	+
NC_000913.3	4038040	+	-0.119570806114385	5.89534118980254	0.063657599373073	0.800805650930597	0.869633311527992	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	3448470	-	-0.155668138732624	5.9399816152632	0.0635827796269268	0.800920285047046	0.869633311527992	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	191574	+	-0.192960976307706	4.69320226350731	0.0625487896208483	0.802511902712308	0.870923359031162	CDS	cds169	tsf	protein chain elongation factor EF-Ts	190857	191708	+
NC_000913.3	2731095	-	-0.10868247761112	4.39987870308364	0.0622546397967882	0.802967236996224	0.871281924124527	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	2312440	-	-0.126439033179368	5.48684165071657	0.0618603557674362	0.803579371808356	0.871848539393149	CDS	cds2229	ompC	outer membrane porin C	2311646	2312749	-
NC_000913.3	3427400	-	-0.0931208433461078	5.20110184951521	0.0615206126631733	0.804108494196316	0.872227353877002	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	228791	+	-0.0935631331860064	5.53586586761117	0.0613709738846637	0.804342036436621	0.872344590538879	rRNA	rna7	rrfH	5S ribosomal RNA	228756	228875	+
NC_000913.3	3210781	+	0.240179550270824	6.40601552774106	0.0612621397406201	0.804512084494236	0.872364920748864	CDS	cds3057	rpsU	30S ribosomal subunit protein S21	3210781	3210996	+
NC_000913.3	4210524	+	-0.082320624083359	6.46997920221267	0.0610913065754914	0.804779326609983	0.872466839596305	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	190382	+	0.17319278254479	5.68131570882353	0.0609013539676653	0.805076944082909	0.872691883135276	CDS	cds168	rpsB	30S ribosomal subunit protein S2	189874	190599	+
NC_000913.3	4169122	+	-0.0820448323804726	6.50134779212116	0.0604392520994992	0.805803026866644	0.873381274674983	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	3450866	-	-0.101915763217366	5.56105823048616	0.0600648109180497	0.806393533538501	0.873825882681798	CDS	cds3294	rplB	50S ribosomal subunit protein L2	3450543	3451364	-
pC008	4370	+	0.151549525797298	9.96749304644096	0.0600655133275723	0.806392423990372	0.873825882681798	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	227835	+	0.0726106679965557	4.8653966897158	0.0598931157665294	0.806664955177641	0.874022290469134	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4169149	+	-0.0888656349050779	5.61324421115676	0.0593352457324841	0.807549713165022	0.87473914146452	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	2728611	-	-0.103086262053688	7.49658099956538	0.0593243071999154	0.807567105163039	0.87473914146452	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3308621	-	-0.106116360645357	5.22345393317977	0.0592485907473872	0.807687539059884	0.87473914146452	CDS	cds3151	nlpI	lipoprotein NlpI	3308040	3308924	-
NC_000913.3	3448487	-	-0.112196973722952	6.18961243202976	0.0592683592637009	0.807656087579424	0.87473914146452	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	4039595	+	0.0868014192701781	5.54848908473218	0.0588701072028925	0.80829077713527	0.875108823868267	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	2728629	-	-0.0865425573626054	6.75387365798669	0.0588840463618538	0.808268524137575	0.875108823868267	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3446999	-	-0.100383667636916	4.54238214254392	0.0588644985575222	0.808299731774744	0.875108823868267	CDS	cds3285	rplE	50S ribosomal subunit protein L5	3446899	3447438	-
NC_000913.3	3943096	+	0.0813882226351791	4.82231754730883	0.0585376208527038	0.808822399952975	0.87547912035111	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	3441110	-	-0.0800769735526297	4.36948505403767	0.0575751028058473	0.810370471893047	0.876875788075659	CDS	cds3273	rpsD	30S ribosomal subunit protein S4	3441055	3441675	-
pC008	3671	-	0.105425234622305	5.05460720973117	0.0575666523892338	0.810384123551197	0.876875788075659	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	2001737	-	-0.14232882797735	4.63276241519677	0.0574886362040843	0.810510208874851	0.876914326891833	CDS	cds1945	fliA	RNA polymerase, sigma 28 (sigma F) factor	2001070	2001789	-
NC_000913.3	2755818	+	0.101802574372186	6.63865379299371	0.0573577513274728	0.810721940946697	0.877045510446019	ncRNA	rna89	ssrA	tmRNA	2755593	2755955	+
NC_000913.3	4210632	+	-0.148307688685365	4.63577591834459	0.0567759575741178	0.811666212068912	0.877783860762478	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	3425884	-	-0.0739113348229227	4.0476813867777	0.0567537540163503	0.811702350270446	0.877783860762478	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3426206	-	-0.082359901941756	6.49806357935842	0.0567142344967984	0.811766690175885	0.877783860762478	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	1641475	-	-0.144012804803894	8.78438949935004	0.0565588861281867	0.812019835529882	0.877854450486374	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
pC008	1657	+	0.161711545751727	4.75774713303317	0.0565074898268563	0.812103668370094	0.877854450486374	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
pC008	4386	+	-0.178127945924527	9.71391791902972	0.0565297763805575	0.812067311683705	0.877854450486374	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	226284	+	-0.107311217180008	5.26804914039976	0.0563389460459121	0.812378864202173	0.878054006546796	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	1991954	-	-0.118909365112653	7.1057304272293	0.05601174440568	0.812914358462001	0.878534828472759	tRNA	rna58	cysT	tRNA-Cys	1991914	1991987	-
NC_000913.3	4210264	+	-0.097643613303118	4.88183435430027	0.055577236900799	0.813628027612519	0.879110073754112	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
NC_000913.3	225056	+	-0.0815861975276113	4.9929086281789	0.0552953159218461	0.814092653030396	0.879318039427638	rRNA	rna3	rrsH	16S ribosomal RNA	223771	225312	+
NC_000913.3	4208259	+	0.0946876634413187	5.97921928977827	0.0553598815332919	0.813986134244695	0.879318039427638	rRNA	rna165	rrsE	16S ribosomal RNA	4208147	4209688	+
NC_000913.3	2729122	-	-0.0712606568468631	4.45361453049422	0.0551927566521897	0.814261987839643	0.879402946866815	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	228065	+	-0.0800134973152994	4.69357890604282	0.0548566918316897	0.814818028101674	0.879562424177556	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	4039596	+	0.0705155509590958	4.89934115052266	0.0549617937236171	0.814643937817858	0.879562424177556	rRNA	rna150	rrlA	23S ribosomal RNA	4037519	4040423	+
NC_000913.3	4180610	+	-0.20325555674184	6.75486945426198	0.0546789199111117	0.815112889573772	0.879562424177556	CDS	cds3941	rplL	50S ribosomal subunit protein L12	4180560	4180925	+
NC_000913.3	2731092	-	-0.0743446597832446	4.3299239231552	0.0550452589954968	0.814505811390216	0.879562424177556	rRNA	rna87	rrsG	16S ribosomal RNA	2729616	2731157	-
NC_000913.3	3424376	-	-0.0724273542921864	4.49189075292654	0.0549175747310215	0.814717160534698	0.879562424177556	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	3442808	-	0.081223893810585	4.92247863491171	0.0547636414101476	0.814972303264598	0.879562424177556	CDS	cds3277	secY	Sec translocon subunit SecY	3442766	3444097	-
NC_000913.3	4231582	-	-0.110759712547909	4.09581484244911	0.0547607998747939	0.814977016630321	0.879562424177556	CDS	cds3975	yjbD	conserved protein YjbD	4231359	4231631	-
NC_000913.3	1757466	+	-0.131564999331758	5.24779734941358	0.0542644541701236	0.815802312513045	0.879987960737697	CDS	cds1697	lpp	murein lipoprotein	1757421	1757657	+
NC_000913.3	711015	-	0.157754032325222	4.43474772157743	0.0540677589676477	0.816130466880126	0.880243976351293	CDS	cds679	fldA	flavodoxin 1	710935	711465	-
NC_000913.3	3720210	+	0.191838295573604	4.65213334786919	0.053625570394388	0.816870492016907	0.880871384168129	CDS	cds3532	cspA	cold shock protein CspA	3720049	3720261	+
pC008	4623	+	0.0833650944440133	6.62387010951896	0.0536115961677766	0.816893930907595	0.880871384168129	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	3441985	-	0.0698527070022777	4.77086904806913	0.0530039481121056	0.817916265613227	0.881875679932036	CDS	cds3274	rpsK	30S ribosomal subunit protein S11	3441709	3442098	-
NC_000913.3	3426184	-	0.116226405819851	5.58485987582263	0.0528012082951363	0.818258736181662	0.882146805673324	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
NC_000913.3	4180809	+	-0.0783075505524848	5.06980591381384	0.0522824821446726	0.819138138490853	0.882898473967734	CDS	cds3941	rplL	50S ribosomal subunit protein L12	4180560	4180925	+
NC_000913.3	926433	-	0.0659221758797158	4.21069153033942	0.0523025166299593	0.819104088783376	0.882898473967734	CDS	cds874	infA	translation initiation factor IF-1	926225	926443	-
NC_000913.3	2758583	-	-0.12010606507613	4.80847072869025	0.05216155823733	0.819343801227884	0.883021955225915	CDS	cds2631	yfjH	CP4-57 prophage; protein YfjH	2757644	2758600	-
NC_000913.3	2727660	-	-0.064498558434556	4.14072658163091	0.0520239490133001	0.819578147071184	0.883176317905613	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	4208392	+	-0.0800290908426789	4.60501931190044	0.0518200012468775	0.819926066690937	0.883453019612634	rRNA	rna165	rrsE	16S ribosomal RNA	4208147	4209688	+
NC_000913.3	227836	+	-0.077788901297914	5.57736460633443	0.0510402385678894	0.821262967122426	0.884696814883049	rRNA	rna6	rrlH	23S ribosomal RNA	225759	228662	+
NC_000913.3	228759	+	0.117782786484903	5.00341638189383	0.0505113818593816	0.822175808565468	0.885521682118847	rRNA	rna7	rrfH	5S ribosomal RNA	228756	228875	+
NC_000913.3	3451654	-	0.0921832477780856	4.50193107006222	0.0504908181741621	0.822211404010071	0.885521682118847	CDS	cds3295	rplW	50S ribosomal subunit protein L23	3451382	3451684	-
NC_000913.3	4606259	-	-0.113101908980008	4.86613463082852	0.0496858509150524	0.823610820761232	0.886781225552548	tRNA	rna178	leuP	tRNA-Leu	4606200	4606286	-
NC_000913.3	3425864	-	-0.0920715868122251	5.03142899900823	0.0493999316846345	0.824110746069523	0.887074454375557	rRNA	rna120	rrlD	23S ribosomal RNA	3423880	3426783	-
pC008	1662	+	0.0690442784738492	4.51438410420185	0.0494028903428898	0.824105565138466	0.887074454375557	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	4180723	+	0.0769303559523006	4.86562672532937	0.049129412674894	0.824585144006291	0.887486542399842	CDS	cds3941	rplL	50S ribosomal subunit protein L12	4180560	4180925	+
NC_000913.3	986906	-	-0.0840557820842809	4.29888202328328	0.0490158342836491	0.824784730078214	0.887529870848769	CDS	cds919	ompF	outer membrane porin F	985894	986982	-
pC008	4643	+	-0.0860917163815649	4.6949564408635	0.0490022999447817	0.824808529516735	0.887529870848769	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	3450043	-	0.09117732089021	4.60156148849968	0.0487155070173158	0.825313652991407	0.887974829442303	CDS	cds3292	rplV	50S ribosomal subunit protein L22	3449901	3450233	-
NC_000913.3	4169120	+	-0.0774268051505419	6.6850869918967	0.0486263681886356	0.825470969181375	0.88804551656771	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	2312618	-	-0.0778631645033196	5.29909851924995	0.0481172211802487	0.826372446726267	0.888818034411641	CDS	cds2229	ompC	outer membrane porin C	2311646	2312749	-
NC_000913.3	2728554	-	0.0600677509556371	4.4291237808181	0.0476735918120408	0.827162005147151	0.88946985976163	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	1641529	-	0.188854420642973	5.22618034618359	0.0475392360828604	0.827401886247333	0.88953044403232	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	3447377	-	-0.0888556575982925	5.41968504388186	0.0475884729335903	0.827313936728657	0.88953044403232	CDS	cds3285	rplE	50S ribosomal subunit protein L5	3446899	3447438	-
NC_000913.3	3471243	-	0.061140544239929	4.09840205978324	0.0472558607076818	0.827908996613763	0.889976921834003	CDS	cds3316	tufA	translation elongation factor Tu 1	3470145	3471329	-
NC_000913.3	3478484	-	-0.0939406615817904	5.40482693401565	0.0467016443278503	0.828905409477745	0.890850441741633	CDS	cds3326	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	3477907	3478497	-
NC_000913.3	3449874	-	-0.147445323639543	6.11849078070022	0.0465282735131396	0.829218378452312	0.891051967619255	CDS	cds3291	rpsC	30S ribosomal subunit protein S3	3449182	3449883	-
pC008	1626	+	0.069789518935142	3.93632378705379	0.0464959606577047	0.829276777044599	0.891051967619255	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	1799915	-	0.0732631084092496	6.33510752190444	0.0463112705733941	0.829610973269475	0.891312254921416	CDS	cds1737	rpmI	50S ribosomal subunit protein L35	1799802	1799999	-
pC008	3708	-	-0.19750470355722	7.2285956552291	0.0460375577940795	0.830107540765656	0.891746912627895	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	3945793	+	0.106791939395072	4.41580749983929	0.0456886235184015	0.830742818750706	0.892231594698127	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	2726295	-	-0.0967750694756214	8.28092804058056	0.0457209794076334	0.83068380437355	0.892231594698127	rRNA	rna85	rrlG	23S ribosomal RNA	2726281	2729184	-
NC_000913.3	3941830	+	-0.0589438968618032	4.26006773976168	0.0454762185979902	0.831130770890411	0.892549364307639	rRNA	rna135	rrsC	16S ribosomal RNA	3941808	3943349	+
NC_000913.3	4049901	+	0.190452112008583	6.29572988629757	0.0453509694024774	0.831359979403658	0.892696607993759	ncRNA	rna152	spf	small regulatory RNA Spot 42	4049899	4050007	+
NC_000913.3	4179417	+	0.0638083829452273	4.19706138368183	0.0452490411410071	0.831546754451356	0.892798259957576	CDS	cds3939	rplA	50S ribosomal subunit protein L1	4178879	4179583	+
NC_000913.3	3428576	-	0.0865727925849797	6.1208660427579	0.0449628080277868	0.832072431579486	0.893263714619555	rRNA	rna123	rrsD	16S ribosomal RNA	3427221	3428762	-
NC_000913.3	850576	+	0.16311918138102	5.55786262828028	0.0448311060512196	0.832314894189115	0.893339344370792	CDS	cds805	ompX	outer membrane protein X	850450	850965	+
NC_000913.3	1151941	+	-0.0684106644474728	5.7378616604337	0.0431425984048719	0.835456998744041	0.896417790529148	CDS	cds1084	fabF	beta-ketoacyl-[acyl carrier protein] synthase II	1151939	1153180	+
NC_000913.3	3333295	-	-0.176592412742523	6.25745420823194	0.0431341668171399	0.835472848410227	0.896417790529148	CDS	cds3172	rplU	50S ribosomal subunit protein L21	3333140	3333451	-
pC008	4570	+	0.0705113766315753	5.8603805088319	0.0432130826264157	0.835324565931412	0.896417790529148	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4035542	+	-0.076614745535647	5.65943021787071	0.0429719309228567	0.835778134069868	0.896585644152036	rRNA	rna147	rrsA	16S ribosomal RNA	4035531	4037072	+
NC_000913.3	4167884	+	-0.0735959970301837	4.31019182487797	0.0429527397112039	0.835814286656123	0.896585644152036	rRNA	rna156	rrsB	16S ribosomal RNA	4166659	4168200	+
NC_000913.3	4425756	+	0.107194088798345	5.93412217037239	0.0427353625568685	0.836224373269387	0.896926286389307	CDS	cds4156	priB	primosomal replication protein N	4425520	4425834	+
pC008	4789	+	0.0742383421791576	4.66893030661065	0.0426641327179169	0.836358986355394	0.896971415660858	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	3447294	-	0.0851022489195438	4.10764723741985	0.042446797190987	0.836770441676087	0.897313407585608	CDS	cds3285	rplE	50S ribosomal subunit protein L5	3446899	3447438	-
NC_000913.3	223781	+	-0.0601266294184925	4.2027740898914	0.042149821305653	0.837334449949428	0.89735418177023	rRNA	rna3	rrsH	16S ribosomal RNA	223771	225312	+
NC_000913.3	223883	+	0.0790488785528067	6.00184966532922	0.0421236660077753	0.837384222440687	0.89735418177023	rRNA	rna3	rrsH	16S ribosomal RNA	223771	225312	+
NC_000913.3	4169162	+	-0.10052500339708	5.92255255068727	0.0421746116911095	0.837287289685798	0.89735418177023	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
NC_000913.3	3447291	-	-0.106237356316515	5.11937305023307	0.0422066525229212	0.837226357850325	0.89735418177023	CDS	cds3285	rplE	50S ribosomal subunit protein L5	3446899	3447438	-
NC_000913.3	3452199	-	0.0851742995947815	4.7336633815273	0.0420856954262625	0.837456507613071	0.89735418177023	CDS	cds3296	rplD	50S ribosomal subunit protein L4	3451681	3452286	-
pC008	4001	-	0.0810396560889142	8.09708272459464	0.0421305265102063	0.837371165619891	0.89735418177023	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	2270243	+	-0.138957784891896	4.56273008018227	0.0419951495597743	0.837629018402274	0.897394564437325	CDS	cds2190	mepS	peptidoglycan DD-endopeptidase/peptidoglycan LD-carboxypeptidase	2269979	2270545	+
NC_000913.3	4169166	+	0.0968640496712343	4.91237323008774	0.0419687468227607	0.83767935819962	0.897394564437325	rRNA	rna158	rrlB	23S ribosomal RNA	4168641	4171544	+
pC008	2379	+	0.0719962652969937	5.29742313617873	0.0419070763986422	0.837797004135617	0.897421412430825	CDS	cds_pC008.7	bla	beta-lactamase	1565	2425	+
NC_000913.3	4178945	+	0.0998993563803056	4.52397301835714	0.0416992120209159	0.838194203521953	0.897747670136827	CDS	cds3939	rplA	50S ribosomal subunit protein L1	4178879	4179583	+
NC_000913.3	4210567	+	-0.0691170411805415	4.43502964356634	0.0415986843947334	0.838386667563462	0.897854598242474	rRNA	rna167	rrlE	23S ribosomal RNA	4210043	4212946	+
pC008	3701	-	0.071630606310732	4.83987250263116	0.0414724258016967	0.83862873802575	0.897891135005432	CDS	pC008.12	tetR from transposon Tn10	tetracycline repressor TetR	3430	4053	-
NC_000913.3	1799508	-	0.0933355668815637	5.82755189859035	0.0413355531942159	0.838891592214506	0.897899315739311	CDS	cds1736	rplT	50S ribosomal subunit protein L20	1799393	1799749	-
pC008	4549	+	-0.0741457118784429	6.23079310345456	0.0413518564784567	0.838860259155166	0.897899315739311	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	1292751	-	-0.0875743731509542	8.12302547364824	0.041276376877704	0.839005376466841	0.89792195142907	CDS	cds1235	hns	DNA-binding transcriptional dual regulator H-NS	1292509	1292922	-
NC_000913.3	3452988	-	0.149355332886608	4.5848029500757	0.0410969557347585	0.839350887609604	0.898192553941256	CDS	cds3298	rpsJ	30S ribosomal subunit protein S10	3452959	3453270	-
NC_000913.3	3405459	+	0.0632195231808428	4.31567321953344	0.0409820943223185	0.839572488522428	0.898330514543316	CDS	cds3239	accB	biotin carboxyl carrier protein	3405436	3405906	+
NC_000913.3	3448361	-	-0.0756030305174007	5.58554191191848	0.0409087772106957	0.839714107521538	0.898382874636453	CDS	cds3288	rpsQ	30S ribosomal subunit protein S17	3448314	3448568	-
NC_000913.3	3943794	+	-0.0711537259728068	4.47260292235171	0.0406830861451493	0.840150882456557	0.898552631981839	rRNA	rna137	rrlC	23S ribosomal RNA	3943704	3946607	+
NC_000913.3	3449950	-	0.0707398481561458	4.48722804435886	0.0407174562283945	0.840084285549976	0.898552631981839	CDS	cds3292	rplV	50S ribosomal subunit protein L22	3449901	3450233	-
NC_000913.3	1641516	-	0.107701159869939	7.59352114405397	0.0404264367388407	0.840649105268161	0.898787974560366	CDS	cds1575	cspB	Qin prophage; cold shock-like protein CspB	1641339	1641554	-
NC_000913.3	2312689	-	-0.129961181690588	4.72633733283231	0.0404463648553133	0.840610360825057	0.898787974560366	CDS	cds2229	ompC	outer membrane porin C	2311646	2312749	-
pC008	4588	+	0.0775378836894412	6.11214210350877	0.0404970922427736	0.840511780922887	0.898787974560366	CDS	pC008.17	NA	monomeric derivative of DsRed (Campbell et al., 2002)	4163	4840	+
NC_000913.3	4036489	+	0.0840087729855616	4.42579660047601	0.0403439239487824	0.840809633289519	0.898860458307633	rRNA	rna147	rrsA	16S ribosomal RNA	4035531	4037072	+
