GeneID	Name	NT1_5min	NT2_5min	NT3_5min	T1_5min	T2_5min	T3_5min
gene1911	kdgR	1105	1027	968	954	1204	868
gene1912	yebQ	140	201	222	212	208	201
gene1913	htpX	1541	1602	1581	1394	1695	1224
gene1914	prc	4841	4068	4206	3230	3637	3121
gene1915	proQ	3531	4643	4818	3519	3894	3288
gene1916	msrC	2874	2932	3147	3147	4111	2998
gene1917	yebS	943	1334	1230	1087	1322	1006
gene1918	yebT	500	709	693	405	434	369
gene1919	rsmF	294	386	393	338	349	318
gene1920	yebV	236	252	201	99	144	146
gene1921	yebW	156	162	162	144	224	133
gene1922	pphA	435	414	431	501	759	487
gene1923	ryeA	1746	1527	1545	1186	1441	1318
gene1924	sdsR	1417	1321	1323	910	1154	1075
gene1925	yebY	1167	977	929	1286	1865	1147
gene1926	yebZ	1672	1776	1690	1529	2002	1648
gene1927	yobA	875	920	942	1181	1648	1195
gene1928	holE	793	1113	1309	879	1276	1058
gene1929	yobB	295	387	341	360	434	336
gene1930	exoX	308	433	408	434	538	497
gene1931	ptrB	270	307	292	264	369	281
gene1932	yebE	243	377	327	311	316	264
gene1933	yebF	2010	1478	1212	2177	2459	1519
gene1934	yebG	3173	2963	3452	3076	4007	2638
gene1935	purT	160	176	198	139	220	144
gene1936	eda	612	684	709	548	623	524
gene1937	edd	545	1086	1077	384	508	424
gene1938	zwf	1672	1973	2115	1666	2023	1555
gene1939	yebK	2225	3754	3786	1148	1466	1062
gene1940	pykA	1791	2880	2960	752	898	754
gene1941	lpxM	974	902	894	1038	1190	953
gene1942	mepM	1330	1235	1256	1039	1294	1063
gene1943	znuA	1284	1150	1105	1158	1525	1134
gene1944	znuC	1051	2363	1961	1397	1703	1430
gene1945	znuB	148	183	159	137	177	165
gene1946	ruvB	410	414	487	418	458	442
gene1947	ruvA	558	720	873	929	1006	925
gene1948	yobI	119	202	188	303	300	304
gene1949	yebB	184	195	218	243	306	247
gene1950	ruvC	368	288	225	194	214	198
gene1951	yebC	1868	1436	1635	1068	1323	1089
gene1952	nudB	1027	1092	988	882	1043	944
gene1953	aspS	3661	3375	3787	3663	4019	3489
gene1954	yecD	135	138	125	148	189	145
gene1955	yecE	163	203	158	147	188	185
gene1956	yecN	590	562	570	796	826	665
gene1957	cmoA	498	391	356	548	730	593
gene1958	cmoB	569	403	359	448	569	465
gene1959	torZ	291	319	352	402	474	411
gene1960	torY	179	249	322	338	397	348
gene1961	micL	145	110	85	71	72	40
gene1962	cutC	2795	3610	3351	1226	1458	918
gene1963	yecM	305	329	475	333	426	445
gene1964	argS	2701	1976	2027	3499	3847	3229
gene1965	yecT	1158	1113	989	1180	1649	1236
gene1966	flhE	674	880	735	270	305	261
gene1967	flhA	1853	1641	1618	602	714	684
gene1968	flhB	2698	2007	1904	1917	2554	2381
gene1969	cheZ	1354	977	847	201	304	267
gene1970	cheY	2404	1978	1772	317	564	416
gene1971	cheB	1445	1460	1353	232	339	304
gene1972	cheR	1392	1435	1393	258	337	306
gene1973	tap	3129	3695	4616	682	988	740
gene1974	tar	4316	5839	6679	5148	7277	6092
gene1975	cheW	3088	2944	3482	632	892	787
gene1976	cheA	6700	8212	9275	2328	3146	2821
gene1977	motB	2517	3079	3630	1532	1847	1824
gene1978	motA	5223	5957	6254	6204	6901	6048
gene1979	flhC	5091	4120	2669	2520	3621	2922
gene1980	flhD	3942	3319	3557	3169	4362	2585
gene1981	insB-5	155	143	131	187	282	194
gene1982	insA-5	233	216	208	296	436	354
gene1983	uspC	139	274	182	142	239	152
gene1984	otsA	546	686	768	632	752	589
gene1985	otsB	259	422	470	133	208	143
gene1986	araH	89	84	74	82	101	72
gene1987	araG	217	276	258	193	306	238
gene1988	araF	107	128	135	137	169	111
gene1989	ftnB	763	751	723	1124	1558	865
gene1990	yecJ	1452	586	429	1883	3616	1850
gene1991	azuC	10176	11274	13044	74743	108071	91047
gene1992	yecR	6635	6843	4594	2877	5434	3487
gene1993	ftnA	3986	3748	3555	4973	7464	5442
gene1994	yecH	298	433	508	247	329	246
gene1995	tyrP	662	787	843	1034	1081	1074
gene1996	yecA	810	1020	1090	1005	1209	980
gene1997	leuZ	36362	5464	6957	12491	15096	9672
gene1998	cysT	9311	4073	5474	10161	8376	6688
gene1999	glyW	5611	4115	3349	6164	8720	8201
gene2000	pgsA	956	1140	1149	811	920	787
gene2001	uvrC	1150	1256	1125	925	1089	909
gene2002	uvrY	2417	2334	2361	2933	3843	2682
gene2003	yecU	997	564	393	1017	1781	1147
gene2004	yecF	1398	681	519	1186	2172	1359
gene2005	sdiA	1839	1379	1070	2112	2990	1843
gene2006	sdsN	40	51	44	58	65	87
gene2007	tcyN	489	472	460	376	426	376
gene2008	tcyL	128	139	136	91	112	71
gene2009	dcyD	236	290	282	186	253	186
gene2010	tcyJ	1361	1591	1793	1066	1391	1003
gene2011	fliZ	1257	1472	1462	1564	1992	1558
gene2012	fliA	30041	29110	29603	21270	27577	21612
gene2013	fliC	112460	111370	110213	66467	93983	68309
gene2014	fliD	2001	1874	1744	819	1273	934
gene2015	fliS	1911	2072	1979	419	600	480
gene2016	fliT	1775	1857	1818	485	577	427
gene2017	amyA	1259	1212	1340	417	531	422
gene2018	yedD	1195	942	943	1448	1867	1363
gene2019	yedE	225	283	203	162	182	157
gene2020	yedF	32	23	22	21	37	38
gene2021	yedK	31	42	39	52	51	36
gene2022	yedL	108	57	51	96	204	131
gene2025	fliE	1918	1362	1281	1723	2334	1623
gene2026	fliF	4811	4337	3777	1799	2369	1933
gene2027	fliG	4597	4968	4323	1058	1351	1143
gene2028	fliH	2330	2048	1785	530	630	504
gene2029	fliI	2197	2106	1586	419	573	467
gene2030	fliJ	644	561	473	112	117	98
gene2031	fliK	1217	1419	1704	334	440	399
gene2032	fliL	2785	2296	2211	2412	3912	2789
gene2033	fliM	4240	3353	3361	1890	2420	2070
gene2034	fliN	3280	2734	2676	1054	1223	1095
gene2035	fliO	531	617	385	215	254	215
gene2036	fliP	960	958	869	324	400	331
gene2037	fliQ	769	579	525	251	297	220
gene2038	fliR	2027	1675	1435	678	850	705
gene2039	rcsA	4847	3466	3395	4512	6276	4252
gene2040	dsrB	818	460	364	341	550	287
gene2041	yodD	455	401	373	487	697	502
gene2042	dsrA	165	116	82	91	137	75
gene2043	yedP	92	111	97	111	122	86
gene2044	dgcQ	351	474	375	444	527	372
gene2045	yodC	20	24	12	16	20	16
gene2046	yedI	470	791	842	512	658	600
gene2047	yedA	126	103	86	122	144	106
gene2048	vsr	108	124	120	67	109	73
gene2049	dcm	469	407	448	592	759	573
gene2050	yedJ	415	313	344	462	581	494
gene2051	yedR	160	222	186	291	390	379
gene2052	rseX	4	12	10	9	17	12
gene2054	hchA	958	1000	1086	2067	2412	1730
gene2055	hprS	1525	1318	1507	2060	2638	1875
gene2056	hprR	804	817	885	1339	1740	1146
gene2057	yedX	148	214	188	235	328	288
gene2058	msrP	352	379	396	338	333	319
gene2059	msrQ	239	189	189	278	371	260
gene2060	zinT	496	647	541	607	1047	721
gene2061	yodB	481	444	443	702	1129	671
gene2062	serU	3087	1055	1119	2992	2415	2147
gene2063	mtfA	4061	3530	3587	1389	1765	1018
gene2064	asnT	2820	2010	1490	3448	4778	4112
gene2065	yeeJ	1088	1199	1304	1466	1855	1397
gene2067	shiA	1027	1040	958	948	1284	885
gene2068	amn	753	952	1084	590	846	623
gene2069	yeeN	12310	13367	12997	8479	12114	8387
gene2070	asnW	2489	1855	1377	2869	4331	3635
gene2071	yeeO	867	629	736	1591	2105	1851
gene2072	asnU	2924	2103	1706	3741	5449	4624
gene2073	cbl	1227	898	721	2813	3947	2376
gene2074	nac	77	95	81	183	236	151
gene2075	asnV	2484	1933	1361	3027	4636	3813
gene2076	ldtA	1792	1408	1509	2965	4204	2776
gene2077	cobT	245	280	322	252	293	278
gene2078	cobS	249	319	381	263	306	308
gene2079	cobU	229	257	221	156	250	165
gene2081	insH-6	467	481	467	335	567	347
gene2085	insD-3	334	341	411	343	511	404
gene2086	insC-3	199	223	248	204	248	191
gene2088	isrC	53	96	35	69	125	85
gene2089	flu	714	573	330	378	454	275
gene2090	yeeR	136	184	111	129	198	134
gene2091	yeeS	31	16	15	10	18	13
gene2092	yeeT	15	11	12	21	13	14
gene2093	cbeA	30	35	46	27	30	20
gene2094	cbtA	107	84	69	69	107	55
gene2095	yeeW	542	958	807	423	657	676
gene2097	yoeF	340	341	222	448	643	406
gene2098	yeeX	3741	3598	2835	4064	7225	3826
gene2099	yeeA	215	214	165	260	322	229
gene2100	sbmC	438	564	527	244	332	209
gene2101	dacD	208	264	272	322	352	329
gene2102	sbcB	350	529	405	271	359	287
gene2103	yeeD	148	70	41	57	104	61
gene2104	yeeE	167	169	177	260	320	221
gene2105	plaP	2502	1690	1368	5385	5754	4314
gene2106	yoeI	304	174	170	748	960	770
gene2107	yeeY	308	345	264	270	343	261
gene2108	yeeZ	558	766	732	641	705	600
gene2109	yoeB	613	592	633	698	1054	705
gene2110	yefM	883	1128	1146	1107	1532	1044
gene2111	hisL	1313	2025	1992	3495	3822	3481
gene2112	hisG	237	197	217	376	447	365
gene2113	hisD	167	160	140	152	184	141
gene2114	hisC	82	96	91	116	117	103
gene2115	hisB	197	245	228	179	245	198
gene2116	hisH	71	102	97	65	63	49
gene2117	hisA	61	80	70	33	41	26
gene2118	hisF	140	156	147	90	105	98
gene2119	hisI	358	365	390	211	301	236
gene2120	wzzB	14570	10553	10663	22050	29225	19430
gene2121	ugd	1446	1362	1438	2060	2665	2142
gene2122	gnd	13248	10142	8273	13456	17050	10633
gene2124	insH-7	1044	964	892	572	1041	603
gene2125	wbbK	7596	8705	8559	12399	15291	12159
gene2126	wbbJ	7055	5305	6464	8962	9486	7014
gene2127	wbbI	11307	10827	12265	15739	18940	15202
gene2128	wbbH	7475	7291	7868	10080	12137	10291
gene2129	glf	11799	10758	12224	10358	13679	10344
gene2130	rfbX	7451	6821	6985	8150	10680	8209
gene2131	rfbC	5979	5158	5685	7104	8645	6614
gene2132	rfbA	9822	9386	11830	10879	12574	9866
gene2133	rfbD	3718	3014	3276	4339	5427	3613
gene2134	rfbB	8122	5819	6015	10449	12500	9153
gene2135	galF	3867	2760	3177	4560	5782	4082
gene2136	wcaM	230	176	191	361	447	309
gene2137	wcaL	64	51	45	53	59	57
gene2138	wcaK	30	21	37	23	43	25
gene2139	wzxC	19	11	10	13	28	21
gene2140	wcaJ	23	58	35	39	65	44
gene2141	cpsG	169	117	111	127	229	160
gene2142	cpsB	25	23	25	27	37	37
gene2143	wcaI	14	21	30	36	38	38
gene2144	gmm	34	36	36	44	50	36
gene2145	fcl	36	39	28	43	53	46
gene2146	gmd	60	99	111	119	141	104
gene2147	wcaF	31	34	33	55	61	48
gene2148	wcaE	106	125	122	234	298	218
gene2149	wcaD	211	194	217	354	441	368
gene2150	wcaC	32	43	26	37	56	59
gene2151	wcaB	28	26	24	14	15	20
gene2152	wcaA	45	40	50	51	37	38
gene2153	wzc	89	116	107	108	162	126
gene2154	wzb	7	6	10	11	22	16
gene2155	wza	33	29	42	37	68	42
gene2156	yegH	263	275	247	267	308	294
gene2157	asmA	2664	2794	2389	1192	1457	1236
gene2158	dcd	779	968	842	587	636	546
gene2159	udk	885	659	660	1262	1635	1212
gene2160	dgcE	707	860	904	320	446	405
gene2161	alkA	87	120	124	69	87	67
gene2162	yegD	284	213	225	359	412	365
gene2163	yegI	187	226	294	248	291	283
gene2164	yegJ	141	154	210	207	241	271
gene2165	pphC	46	44	48	45	55	59
gene2166	yegL	43	43	49	69	68	53
gene2167	sibA	423	328	315	172	184	173
gene2168	ibsA	368	288	301	145	151	148
gene2169	sibB	3535	2048	2161	659	717	616
gene2170	ibsB	3496	2027	2133	623	686	593
gene2171	mdtA	137	116	137	146	194	177
gene2172	mdtB	200	224	159	133	184	122
gene2173	mdtC	216	253	215	129	148	157
gene2174	mdtD	64	81	60	48	58	52
gene2175	baeS	152	341	371	197	238	199
gene2176	baeR	443	615	578	449	583	410
gene2177	yegP	58	108	109	72	123	85
gene2178	yegQ	1124	991	1015	1637	1865	1704
gene2179	cyaR	1716	3258	2374	662	761	686
gene2180	ogrK	207	144	124	162	367	182
gene2182	yegR	173	154	163	258	367	222
gene2183	yegS	223	282	353	341	420	321
gene2185	insE-5	133	146	153	139	224	113
gene2186	insF-5	168	202	187	175	272	203
gene2187	gatD	4059	5378	5422	1322	1755	1298
gene2189	gatB	5941	10220	11128	1769	2244	1916
gene2190	gatA	9224	16706	18550	2310	2852	2512
gene2191	gatZ	9535	13283	13711	1740	2299	1697
gene2192	gatY	10816	17660	19537	3741	4325	3019
gene2193	fbaB	141	138	142	86	124	79
gene2194	yegT	60	89	76	49	52	45
gene2195	yegU	61	64	53	32	46	40
gene2196	yegV	44	68	65	32	33	46
gene2197	yegW	138	180	115	171	181	146
gene2198	yegX	196	279	218	144	222	135
gene2199	thiD	116	120	105	103	139	117
gene2200	thiM	136	129	95	195	249	201
gene2201	rcnR	625	605	571	810	1070	694
gene2202	rcnA	344	354	261	518	773	502
gene2203	rcnB	269	326	326	411	478	410
gene2204	yehA	407	539	651	872	1037	883
gene2205	yehB	91	115	121	153	187	155
gene2206	yehC	20	43	39	27	44	32
gene2207	yehD	68	328	384	50	61	48
gene2208	yehE	138	103	141	130	195	123
gene2209	mrp	1573	1498	1635	1261	1310	1109
gene2210	metG	1406	1461	1326	1188	1399	1251
gene2211	yehF	205	244	273	309	440	362
gene2213	yehI	239	307	263	339	401	330
gene2214	yehK	171	151	152	190	252	189
gene2215	yehL	75	72	67	101	146	110
gene2216	yehM	72	76	84	68	85	78
gene2217	yehP	37	27	27	23	25	22
gene2218	yehQ	91	82	63	102	88	79
gene2219	yehR	217	199	175	361	503	288
gene2220	yehS	1588	1232	921	2034	2924	1926
gene2221	btsR	1164	1139	1087	280	401	274
gene2222	btsS	1585	1959	1802	443	606	401
gene2223	mlrA	249	270	190	190	258	162
gene2224	yohO	558	536	476	755	720	645
gene2225	yehW	104	68	57	103	136	96
gene2226	yehX	83	84	102	26	44	30
gene2227	yehY	58	87	79	19	26	35
gene2228	osmF	125	175	165	99	115	127
gene2229	bglX	777	895	1007	869	968	951
gene2230	dld	649	710	658	441	667	533
gene2231	pbpG	502	370	361	543	689	495
gene2232	yohC	132	223	235	177	178	163
gene2233	yohD	317	443	338	201	314	191
gene2234	yohF	72	74	82	36	53	40
gene2236	yohP	80	90	97	73	125	77
gene2237	dusC	321	225	227	269	362	298
gene2238	yohJ	426	1289	986	1493	2046	1937
gene2239	yohK	210	357	310	675	722	660
gene2240	cdd	2339	5221	5214	420	495	397
gene2241	sanA	809	1255	1186	1133	1323	1126
gene2242	yeiS	251	300	260	187	253	229
gene2243	preT	277	459	503	302	349	297
gene2244	preA	221	341	340	70	96	86
gene2245	mglC	1821	2697	2893	197	229	202
gene2246	mglA	2786	3048	3328	686	907	660
gene2247	mglB	3656	2960	2915	431	656	411
gene2248	galS	1077	891	822	192	231	194
gene2249	yeiB	216	260	208	160	214	169
gene2250	folE	682	688	664	751	1066	890
gene2251	yeiG	215	179	124	182	211	146
gene2252	cirA	629	428	433	978	1166	768
gene2253	lysP	1481	1377	1187	1149	1323	1132
gene2254	yeiE	1021	1201	1228	605	709	552
gene2255	yeiH	258	297	290	273	336	287
gene2256	nfo	243	201	188	271	311	244
gene2257	yeiI	150	145	144	91	95	77
gene2258	nupX	68	59	57	75	84	67
gene2259	rihB	22	36	33	31	41	32
gene2260	yeiL	58	46	29	54	72	53
gene2261	psuT	170	173	158	181	212	191
gene2262	psuG	46	43	65	42	55	45
gene2263	psuK	51	78	95	78	97	81
gene2264	fruA	501	813	763	474	582	444
gene2265	fruK	226	521	444	129	147	124
gene2266	fruB	363	798	845	244	278	234
gene2267	setB	212	173	153	159	273	187
gene2268	yeiW	287	160	169	178	303	183
gene2269	yeiP	1323	1451	1521	1264	1632	1367
gene2270	yeiQ	1050	1175	1451	683	794	619
gene2271	yeiR	431	432	344	234	324	258
gene2272	lpxT	2731	1410	1141	2898	3864	2516
gene2273	mepS	32770	31069	34427	40900	43662	33481
gene2274	pdeN	1108	1069	980	1099	1606	1075
gene2275	yejA	577	692	611	385	517	482
gene2276	yejB	147	214	180	106	125	105
gene2277	yejE	170	273	266	117	145	128
gene2278	yejF	2816	3069	3055	5656	6655	4520
gene2279	yejG	5058	6715	5263	14216	17764	11752
gene2280	bcr	1124	1412	1307	1215	1256	1199
gene2281	rsuA	1508	1384	1201	1790	2322	1797
gene2282	radD	166	213	182	149	196	146
gene2283	rplY	8950	4784	5165	14460	19252	11720
gene2284	yejK	742	737	769	1119	1291	1162
gene2285	yejL	1411	938	719	1310	2218	1310
gene2286	yejM	2412	1816	1482	1833	2494	1655
gene2287	proL	3813	1118	1428	2356	3735	3378
gene2289	insH-8	514	568	522	307	468	304
gene2290	narP	881	1063	1050	1276	1383	1208
gene2291	ccmH	198	200	182	107	156	124
gene2292	ccmG	53	78	79	38	42	29
gene2293	ccmF	117	206	187	60	89	84
gene2294	ccmE	39	63	63	29	40	40
gene2295	ccmD	31	67	87	23	33	35
gene2296	ccmC	87	175	176	51	81	80
gene2297	ccmB	74	226	188	36	50	43
gene2298	ccmA	102	467	382	87	116	106
gene2299	napC	117	457	381	101	107	101
gene2300	napB	19	78	90	20	12	12
gene2301	napH	58	418	443	27	31	18
gene2302	napG	21	127	164	2	7	7
gene2303	napA	522	2420	2566	143	152	149
gene2304	napD	54	244	252	45	32	38
gene2305	napF	109	409	403	22	14	14
gene2306	yojO	9	34	38	21	21	34
gene2307	eco	546	670	774	886	907	779
gene2308	mqo	1772	1108	1075	2321	2691	2253
gene2309	yojI	1071	731	632	1896	2586	1799
gene2310	alkB	73	74	69	56	65	73
gene2311	ada	180	157	122	101	154	130
gene2312	ftp	420	405	369	562	734	596
gene2313	ompC	173384	90472	88458	108107	161321	85877
gene2314	micF	433	379	209	502	643	601
gene2315	rcsD	5574	6921	6946	7576	8648	7496
gene2316	rcsB	5763	5414	5674	9624	11559	7509
gene2317	rcsC	2234	1930	1765	1902	2247	1597
gene2318	atoS	326	540	589	333	440	282
gene2319	atoC	171	284	265	139	191	133
gene2320	atoD	25	38	28	44	55	39
gene2321	atoA	1	5	3	8	7	5
gene2322	atoE	36	59	133	43	62	53
gene2323	atoB	16	23	26	19	27	27
gene2324	yfaP	63	50	51	58	71	57
gene2325	yfaQ	39	43	46	66	52	52
gene2327	yfaT	12	15	23	22	15	17
gene2328	yfaA	132	152	195	147	166	127
gene2329	gyrA	8524	9739	10884	12395	11950	11329
gene2330	ubiG	512	518	526	385	471	383
gene2331	yfaL	218	225	204	248	311	276
gene2332	ypaB	21	18	18	16	48	25
gene2333	nrdA	1995	1771	1797	2119	2885	2218
gene2334	nrdB	1325	968	894	936	1253	980
gene2335	yfaE	255	145	122	130	174	149
gene2336	inaA	569	586	541	420	429	358
gene2338	glpQ	10224	13028	12111	1228	1654	1155
gene2339	glpT	10315	17318	18574	565	800	478
gene2340	glpA	2193	6780	8578	136	174	110
gene2341	glpB	1232	3630	6100	57	68	50
gene2342	glpC	756	1877	1706	60	66	63
gene2343	rpnE	248	158	142	188	243	151
gene2345	yfaU	58	43	44	50	65	54
gene2346	yfaV	39	29	33	25	32	22
gene2347	rhmD	31	33	48	28	36	32
gene2348	yfaX	35	48	30	39	35	38
gene2349	yfaY	330	332	362	272	359	289
gene2350	yfaZ	106	111	107	135	142	135
gene2351	nudI	1014	1323	1885	1680	1774	1578
gene2352	ais	425	355	388	828	1027	765
gene2353	arnB	188	147	150	293	376	267
gene2354	arnC	44	40	50	57	71	37
gene2355	arnA	335	388	329	490	573	460
gene2356	arnD	94	90	90	122	160	122
gene2357	arnT	116	109	121	92	137	136
gene2358	arnE	37	27	30	32	57	43
gene2359	arnF	370	198	128	208	353	180
gene2360	pmrD	3498	5518	6600	2306	2808	2012
gene2361	menE	283	312	235	135	170	156
gene2362	menC	262	291	246	108	127	126
gene2363	menB	225	358	345	209	231	212
gene2364	menH	287	408	397	213	332	278
gene2365	menD	344	553	492	147	178	144
gene2366	menF	615	663	687	513	549	456
gene2367	elaB	653	786	1030	381	411	296
gene2368	elaA	269	343	410	257	348	297
gene2369	rbn	315	436	413	579	645	521
gene2370	elaD	741	709	791	1313	1819	1335
gene2371	yfbK	704	827	696	704	1237	959
gene2372	yfbL	58	67	54	94	151	92
gene2373	yfbM	126	166	158	149	233	130
gene2374	yfbN	300	294	290	431	603	424
gene2375	yfbO	209	225	219	319	426	370
gene2376	yfbP	562	538	581	657	833	611
gene2377	nuoN	1550	1845	1387	845	885	731
gene2378	nuoM	2245	3086	2637	1090	1184	1091
gene2379	nuoL	2807	3580	3319	1306	1386	1181
gene2380	nuoK	536	709	561	243	293	228
gene2381	nuoJ	671	999	939	319	340	280
gene2382	nuoI	1057	1296	1321	401	443	368
gene2383	nuoH	1967	2192	2019	666	684	620
gene2384	nuoG	6803	9666	8149	1970	2187	1986
gene2385	nuoF	1767	2607	2600	484	625	561
gene2386	nuoE	1185	1715	2031	310	405	328
gene2387	nuoC	4039	4821	4462	1175	1490	1251
gene2388	nuoB	2997	3973	3609	1702	1821	1777
gene2389	nuoA	3201	3087	2855	3097	3430	2786
gene2390	lrhA	1397	1537	2107	2380	2222	1745
gene2391	alaA	633	638	578	598	880	565
gene2392	yfbR	410	334	318	419	507	371
gene2393	yfbS	593	2127	2015	449	478	429
gene2394	hxpA	290	415	430	156	196	129
gene2395	yfbU	562	1076	1087	730	717	625
gene2396	yfbV	493	455	465	1019	1092	871
gene2397	ackA	5226	5525	5701	8349	10184	8031
gene2398	pta	5407	5607	6103	3952	4507	4338
gene2399	yfcC	135	234	200	81	119	78
gene2400	yfcD	935	730	924	1318	1765	1167
gene2401	yfcE	574	585	565	643	843	658
gene2402	yfcF	71	97	86	84	98	70
gene2403	yfcG	60	95	77	82	86	77
gene2404	folX	1200	1693	2259	1440	1480	1473
gene2405	yfcH	785	1377	1275	508	605	526
gene2406	rpnB	475	463	341	361	604	417
gene2407	hisP	192	129	134	120	157	85
gene2408	hisM	234	201	180	204	284	223
gene2409	hisQ	256	208	160	240	240	218
gene2410	hisJ	685	581	494	816	964	696
gene2411	argT	1258	797	806	1767	1801	1396
gene2412	ubiX	702	677	865	844	1070	869
gene2413	purF	435	373	395	396	459	414
gene2414	cvpA	436	470	470	784	741	677
gene2415	dedD	582	507	533	361	427	283
gene2416	folC	722	714	910	535	493	440
gene2417	accD	4744	4285	4588	6363	6991	6368
gene2418	dedA	746	574	519	686	801	693
gene2419	truA	564	503	393	541	579	515
gene2420	usg	968	900	1044	958	1049	981
gene2421	pdxB	720	683	723	796	923	841
gene2422	flk	246	211	198	257	290	257
gene2423	yfcJ	242	212	152	239	331	266
gene2424	fabB	5887	8234	8733	4990	6071	5462
gene2425	mnmC	652	694	759	688	826	590
gene2426	yfcL	919	532	311	192	227	178
gene2427	epmC	836	988	1062	473	452	389
gene2428	yfcA	383	518	559	287	252	196
gene2429	mepA	307	304	264	179	211	189
gene2430	aroC	808	1170	844	683	860	747
gene2431	prmB	1167	1449	1486	1316	1528	1418
gene2432	smrB	336	505	509	503	509	371
gene2433	yfcO	771	766	773	839	1089	817
gene2434	yfcP	55	64	65	106	154	118
gene2435	yfcQ	26	24	35	54	39	42
gene2436	yfcR	23	27	32	35	28	39
gene2437	yfcS	15	26	29	29	40	38
gene2439	yfcV	210	244	269	415	516	336
gene2440	sixA	1539	1233	927	1732	1836	1470
gene2441	fadJ	758	1029	832	198	241	155
gene2442	fadI	793	859	707	250	296	211
gene2443	yfcZ	8181	19082	23022	4645	5252	4006
gene2444	fadL	1074	1028	945	1099	1348	971
gene2445	yfdF	2114	2262	2745	4462	5545	4468
gene2446	mlaA	741	769	623	1284	1451	1152
gene2447	yfdC	107	138	110	111	164	90
gene2448	argW	183	123	137	205	239	173
gene2449	intS	1685	1553	1774	2434	3429	1995
gene2450	yfdG	5055	4379	3794	8413	10105	7889
gene2451	yfdH	11901	8348	8336	6615	9300	6461
gene2452	yfdI	7507	5884	4998	3435	5056	4061
gene2454	yfdK	246	231	177	339	428	313
gene2456	yfdM	0	1	2	2	4	10
gene2457	yfdN	1	2	1	8	12	4
gene2458	yfdO	1	2	5	9	11	4
gene2459	yfdP	78	94	107	108	145	93
gene2460	yfdQ	294	237	287	519	649	450
gene2461	yfdR	45	44	38	82	92	70
gene2462	yfdS	28	29	20	55	84	41
gene2463	yfdT	130	209	172	212	309	229
gene2464	ypdJ	63	146	102	133	154	146
gene2465	torI	1091	1361	1063	1083	1901	983
gene2467	dsdC	314	483	466	507	616	493
gene2468	dsdX	560	911	1115	115	169	119
gene2469	dsdA	494	838	883	111	172	121
gene2470	emrY	343	348	404	488	692	541
gene2471	emrK	278	286	252	405	589	439
gene2472	evgA	2415	2596	2360	4659	6286	4050
gene2473	evgS	4395	4130	3757	4612	6355	4228
gene2474	yfdE	138	153	123	224	294	239
gene2475	yfdV	194	203	208	287	362	279
gene2476	oxc	406	378	446	428	569	459
gene2477	frc	157	195	203	244	332	279
gene2478	yfdX	286	250	351	443	504	340
gene2479	ypdI	273	296	273	463	584	390
gene2480	yfdY	514	599	498	474	635	454
gene2481	lpxP	1220	1534	1301	1126	1465	1135
gene2482	ypdK	449	174	142	502	922	510
gene2483	alaC	338	261	243	353	461	354
gene2484	ypdA	450	512	597	256	382	294
gene2485	ypdB	627	620	824	395	454	356
gene2486	ypdC	136	118	117	56	99	80
gene2487	fryA	127	126	138	99	147	119
gene2488	ypdE	26	25	31	17	26	21
gene2489	ypdF	25	24	27	20	30	26
gene2490	fryC	12	19	14	11	16	17
gene2491	fryB	10	11	17	4	19	17
gene2492	glk	742	1307	1660	459	641	480
gene2493	yfeO	126	146	107	97	149	102
gene2494	ypeC	91	105	82	109	156	121
gene2495	mntH	908	830	756	611	852	566
gene2496	nupC	2829	3233	3420	1270	1528	1299
gene2497	insL-3	1553	1421	1622	726	874	815
gene2498	pdeA	1471	1188	1161	3208	3574	3035
gene2499	alaX	6429	3515	2695	3921	3880	3178
gene2500	alaW	6462	3795	2836	4587	4642	4066
gene2501	yfeC	1841	2658	2406	1737	2080	1418
gene2502	yfeD	1442	1543	1327	1242	1662	1049
gene2503	gltX	3283	3093	3308	3995	4422	4168
gene2504	valU	593	241	182	767	695	615
gene2505	valX	958	326	259	1414	1276	991
gene2506	valY	738	212	180	1337	1279	1047
gene2507	lysV	599	126	60	620	718	456
gene2508	xapR	516	389	362	486	773	486
gene2509	xapB	148	152	131	166	232	191
gene2510	xapA	20	23	19	30	36	32
gene2511	yfeN	209	270	231	305	375	292
gene2512	yfeR	141	130	131	135	171	144
gene2513	yfeH	407	540	498	425	510	465
gene2514	ypeB	71	74	62	61	78	68
gene2515	ligA	1223	1176	1297	1081	1340	1231
gene2516	zipA	4029	5465	5445	6059	8009	7223
gene2517	cysZ	672	658	638	931	1376	876
gene2518	cysK	780	867	878	1185	1496	1122
gene2519	ptsH	1915	2480	2866	2180	2414	1773
gene2520	ptsI	10953	19491	24711	16782	16478	14338
gene2521	crr	8446	8697	11127	13899	15155	12509
gene2522	pdxK	303	399	386	391	409	367
gene2523	yfeK	212	213	173	196	332	208
gene2524	yfeS	924	759	894	1171	1382	940
gene2525	cysM	162	130	149	131	182	148
gene2526	cysA	39	53	35	18	27	22
gene2527	cysW	19	29	28	22	27	18
gene2528	cysU	14	35	34	17	12	14
gene2529	cysP	103	151	135	116	156	117
gene2530	ucpA	3844	6208	7097	1437	1694	1196
gene2531	murR	145	135	171	91	113	82
gene2532	murQ	373	864	940	193	222	210
gene2533	murP	185	319	278	117	123	77
gene2534	yfeW	200	317	337	151	180	138
gene2535	yfeX	562	1227	1193	647	757	755
