GeneID	Name	WT	dCRISPR
gene-LSE_RS08615	LSE_RS08615	900	876
gene-LSE_RS08620	LSE_RS08620	705	525
gene-LSE_RS08625	LSE_RS08625	583	308
gene-LSE_RS08630	LSE_RS08630	4938	4229
gene-LSE_RS08635	ade	8228	6586
gene-LSE_RS08640	LSE_RS08640	2698	2231
gene-LSE_RS08645	LSE_RS08645	3502	2390
gene-LSE_RS08650	virR	4691	3890
gene-LSE_RS08655	LSE_RS08655	5722	3506
gene-LSE_RS08660	LSE_RS08660	1979	1030
gene-LSE_RS08665	LSE_RS08665	2240	1128
gene-LSE_RS08670	LSE_RS08670	1120	561
gene-LSE_RS08675	LSE_RS08675	2717	1386
gene-LSE_RS08680	LSE_RS08680	1948	1158
gene-LSE_RS08685	rlmD	9740	6060
gene-LSE_RS08690	LSE_RS08690	5564	3141
gene-LSE_RS08695	LSE_RS08695	5338	3651
gene-LSE_RS08700	gatB	13902	19881
gene-LSE_RS08705	gatA	17471	17587
gene-LSE_RS08710	gatC	6143	4629
gene-LSE_RS08715	LSE_RS08715	15094	12294
gene-LSE_RS08720	ligA	21354	17777
gene-LSE_RS08725	pcrA	13892	9807
gene-LSE_RS08730	LSE_RS08730	3962	2511
gene-LSE_RS08735	LSE_RS08735	1495	1062
gene-LSE_RS08740	LSE_RS08740	2691	2075
gene-LSE_RS08745	LSE_RS08745	2651	1909
gene-LSE_RS08750	purD	1795	2541
gene-LSE_RS08755	purH	2442	3030
gene-LSE_RS08760	purN	867	915
gene-LSE_RS08765	purM	996	1384
gene-LSE_RS08770	purF	1550	1720
gene-LSE_RS08775	purL	3674	2914
gene-LSE_RS08780	purQ	1317	970
gene-LSE_RS08785	purS	883	643
gene-LSE_RS08790	LSE_RS08790	2074	1063
gene-LSE_RS08795	purB	8089	5035
gene-LSE_RS08800	purK	7051	4282
gene-LSE_RS08805	purE	2644	1178
gene-LSE_RS08810	LSE_RS08810	9365	2736
gene-LSE_RS08815	rrf	17	16
gene-LSE_RS08820	LSE_RS08820	0	0
gene-LSE_RS08825	LSE_RS08825	0	1
gene-LSE_RS08830	LSE_RS08830	888	201
gene-LSE_RS08835	LSE_RS08835	769	422
gene-LSE_RS08840	LSE_RS08840	592	324
gene-LSE_RS08845	pepT	5522	3476
gene-LSE_RS08850	LSE_RS08850	653	257
gene-LSE_RS08855	xth	1807	1147
gene-LSE_RS08860	LSE_RS08860	1564	741
gene-LSE_RS08865	LSE_RS08865	65	52
gene-LSE_RS08870	LSE_RS08870	103	67
gene-LSE_RS08875	rplT	46989	38608
gene-LSE_RS08880	rpmI	77454	55741
gene-LSE_RS08885	infC	122064	72461
gene-LSE_RS08895	LSE_RS08895	2710	4140
gene-LSE_RS08900	LSE_RS08900	13236	14100
gene-LSE_RS08910	LSE_RS08910	18077	12831
gene-LSE_RS08920	LSE_RS08920	2012	1624
gene-LSE_RS08925	rplS	47570	37367
gene-LSE_RS08930	LSE_RS08930	736	485
gene-LSE_RS08935	LSE_RS08935	6241	5514
gene-LSE_RS08940	trmD	11480	11119
gene-LSE_RS08945	rimM	7212	7374
gene-LSE_RS08950	LSE_RS08950	6967	6630
gene-LSE_RS08955	LSE_RS08955	8099	6874
gene-LSE_RS08960	LSE_RS08960	20742	23763
gene-LSE_RS08965	rpsP	24431	34920
gene-LSE_RS08970	LSE_RS08970	367	359
gene-LSE_RS08975	LSE_RS08975	423	342
gene-LSE_RS08980	LSE_RS08980	1089	532
gene-LSE_RS08985	ffh	13297	8017
gene-LSE_RS08990	LSE_RS08990	3520	1805
gene-LSE_RS08995	ftsY	13264	8916
gene-LSE_RS09000	smc	44593	24181
gene-LSE_RS09005	rnc	10120	3905
gene-LSE_RS09010	LSE_RS09010	27858	36576
gene-LSE_RS09015	fabG	13956	11870
gene-LSE_RS09020	fabD	16387	13867
gene-LSE_RS09025	plsX	15668	12797
gene-LSE_RS09030	fapR	14472	10077
gene-LSE_RS09035	recG	17581	16251
gene-LSE_RS09040	sdaAA	10247	7508
gene-LSE_RS09045	sdaAB	7021	5670
gene-LSE_RS09050	LSE_RS09050	13059	9728
gene-LSE_RS09055	LSE_RS09055	4268	2585
gene-LSE_RS09060	rpmB	32851	39933
gene-LSE_RS09065	LSE_RS09065	1718	1570
gene-LSE_RS09070	rpe	3805	4733
gene-LSE_RS09075	rsgA	6758	8788
gene-LSE_RS09080	pknB	14303	16497
gene-LSE_RS09085	LSE_RS09085	5708	5807
gene-LSE_RS09090	rsmB	10274	8851
gene-LSE_RS09095	fmt	7150	5926
gene-LSE_RS09100	priA	13085	11791
gene-LSE_RS09105	coaBC	9488	6265
gene-LSE_RS09110	rpoZ	6198	3858
gene-LSE_RS09115	gmk	19387	10831
gene-LSE_RS09120	LSE_RS09120	16651	11395
gene-LSE_RS09125	fbpA	2909	2054
gene-LSE_RS09130	LSE_RS09130	1833	1875
gene-LSE_RS09135	pyrE	4538	1755
gene-LSE_RS09140	pyrF	6314	2385
gene-LSE_RS09145	LSE_RS09145	6529	2414
gene-LSE_RS09150	LSE_RS09150	6972	2247
gene-LSE_RS09155	carB	28115	7196
gene-LSE_RS09160	LSE_RS09160	11239	1968
gene-LSE_RS09165	LSE_RS09165	12536	1728
gene-LSE_RS09170	LSE_RS09170	9783	1025
gene-LSE_RS09175	LSE_RS09175	12588	1268
gene-LSE_RS09180	pyrR	15354	1585
gene-LSE_RS09185	LSE_RS09185	1258	246
gene-LSE_RS09190	LSE_RS09190	622	292
gene-LSE_RS09195	LSE_RS09195	15432	11863
gene-LSE_RS09200	lspA	6881	4409
gene-LSE_RS09205	LSE_RS09205	28400	18646
gene-LSE_RS09210	LSE_RS09210	1993	1180
gene-LSE_RS09215	LSE_RS09215	24649	21513
gene-LSE_RS09220	LSE_RS09220	18865	13694
gene-LSE_RS09225	LSE_RS09225	22242	13061
gene-LSE_RS09230	LSE_RS09230	6129	4092
gene-LSE_RS09235	LSE_RS09235	15413	9511
gene-LSE_RS09240	LSE_RS09240	783	537
gene-LSE_RS09245	LSE_RS09245	4940	4130
gene-LSE_RS09250	csoR	671	539
gene-LSE_RS09255	LSE_RS09255	8687	7823
gene-LSE_RS09260	deoD	8131	7666
gene-LSE_RS09265	LSE_RS09265	4605	4327
gene-LSE_RS09270	LSE_RS09270	4751	4712
gene-LSE_RS09275	msrB	4988	6214
gene-LSE_RS09280	msrA	7375	7572
gene-LSE_RS09285	LSE_RS09285	5276	4501
gene-LSE_RS09290	LSE_RS09290	5980	4675
gene-LSE_RS09295	LSE_RS09295	6169	3677
gene-LSE_RS09300	LSE_RS09300	2659	1503
gene-LSE_RS09305	LSE_RS09305	1594	735
gene-LSE_RS09310	LSE_RS09310	1314	731
gene-LSE_RS09315	ppdK	1889	1011
gene-LSE_RS09320	LSE_RS09320	720	462
gene-LSE_RS09325	LSE_RS09325	3022	2174
gene-LSE_RS09330	LSE_RS09330	2027	1797
gene-LSE_RS09335	LSE_RS09335	1210	1048
gene-LSE_RS09340	LSE_RS09340	1894	1421
gene-LSE_RS09345	LSE_RS09345	1361	707
gene-LSE_RS09350	LSE_RS09350	9666	8053
gene-LSE_RS09355	LSE_RS09355	5314	4346
gene-LSE_RS09360	LSE_RS09360	4655	4122
gene-LSE_RS09365	LSE_RS09365	8019	6500
gene-LSE_RS09370	LSE_RS09370	13748	9019
gene-LSE_RS09375	LSE_RS09375	11182	7369
gene-LSE_RS09380	mntR	6383	2959
gene-LSE_RS09385	cspD	393	296
gene-LSE_RS09390	LSE_RS09390	546	403
gene-LSE_RS09395	LSE_RS09395	3633	4189
gene-LSE_RS09400	rpsN	763	1147
gene-LSE_RS09405	chiA	551	394
gene-LSE_RS09410	LSE_RS09410	2754	2309
gene-LSE_RS09415	LSE_RS09415	1872	1107
gene-LSE_RS09420	LSE_RS09420	13986	11855
gene-LSE_RS09425	LSE_RS09425	10621	8179
gene-LSE_RS09430	gpsB	5748	3475
gene-LSE_RS09435	LSE_RS09435	1019	893
gene-LSE_RS09440	LSE_RS09440	883	704
gene-LSE_RS09450	LSE_RS09450	33399	24293
gene-LSE_RS09455	LSE_RS09455	1191	421
gene-LSE_RS09460	nfsA	462	309
gene-LSE_RS09465	LSE_RS09465	3373	3039
gene-LSE_RS09470	nth	4749	4567
gene-LSE_RS09475	LSE_RS09475	5192	4162
gene-LSE_RS09480	asnS	15946	10829
gene-LSE_RS09485	LSE_RS09485	13671	6636
gene-LSE_RS09495	dinG	11110	4109
gene-LSE_RS09500	panD	2751	1853
gene-LSE_RS09505	panC	10593	5468
gene-LSE_RS09510	panB	9742	5481
gene-LSE_RS09515	LSE_RS09515	1316	1388
gene-LSE_RS09520	LSE_RS09520	3872	4264
gene-LSE_RS09525	LSE_RS09525	3841	4372
gene-LSE_RS09530	mgsA	2067	1833
gene-LSE_RS09535	dapB	3688	2951
gene-LSE_RS09540	LSE_RS09540	3049	1720
gene-LSE_RS09545	LSE_RS09545	746	407
gene-LSE_RS09550	LSE_RS09550	1440	955
gene-LSE_RS09555	LSE_RS09555	7952	3306
gene-LSE_RS09560	LSE_RS09560	9126	3739
gene-LSE_RS09565	LSE_RS09565	7220	2568
gene-LSE_RS09570	LSE_RS09570	8509	3080
gene-LSE_RS09575	LSE_RS09575	10265	4294
gene-LSE_RS09580	LSE_RS09580	8335	4384
gene-LSE_RS09585	pflB	12285	16575
gene-LSE_RS09590	LSE_RS09590	5216	3411
gene-LSE_RS09595	LSE_RS09595	6876	3353
gene-LSE_RS09600	LSE_RS09600	2847	1294
gene-LSE_RS09605	LSE_RS09605	7457	3994
gene-LSE_RS09610	LSE_RS09610	7102	4633
gene-LSE_RS09615	aroA	5929	6508
gene-LSE_RS09620	LSE_RS09620	5384	4736
gene-LSE_RS09625	hisC	4783	3894
gene-LSE_RS09630	aroH	1978	1498
gene-LSE_RS09635	aroB	5178	3865
gene-LSE_RS09640	aroC	4366	2678
gene-LSE_RS09645	ndk	5842	4723
gene-LSE_RS09650	hepT	13049	9441
gene-LSE_RS09655	menG	9790	6337
gene-LSE_RS09660	LSE_RS09660	9595	6052
gene-LSE_RS09665	folE	6526	4023
gene-LSE_RS09670	LSE_RS09670	39864	54591
gene-LSE_RS09675	LSE_RS09675	1575	940
gene-LSE_RS09680	LSE_RS09680	18520	20792
gene-LSE_RS09685	der	28391	25879
gene-LSE_RS09695	cmk	5060	3341
gene-LSE_RS09700	LSE_RS09700	10214	5974
gene-LSE_RS09705	LSE_RS09705	13463	8504
gene-LSE_RS09710	LSE_RS09710	7888	3308
gene-LSE_RS09715	LSE_RS09715	4227	1535
gene-LSE_RS09720	LSE_RS09720	363	163
gene-LSE_RS09725	LSE_RS09725	6490	1944
gene-LSE_RS09730	LSE_RS09730	3678	2636
gene-LSE_RS09735	LSE_RS09735	12687	8719
gene-LSE_RS09740	LSE_RS09740	11197	8353
gene-LSE_RS09745	LSE_RS09745	5157	3576
gene-LSE_RS09750	scpB	3719	2118
gene-LSE_RS09755	LSE_RS09755	2391	1258
gene-LSE_RS09760	lysA	4097	1529
gene-LSE_RS09765	LSE_RS09765	6262	5337
gene-LSE_RS09770	deoB	14282	9402
gene-LSE_RS09775	xerD	10508	7132
gene-LSE_RS09780	fur	35041	17858
gene-LSE_RS09785	LSE_RS09785	6516	4112
gene-LSE_RS09790	LSE_RS09790	7801	3847
gene-LSE_RS09795	LSE_RS09795	6783	2202
gene-LSE_RS09800	LSE_RS09800	20847	8335
gene-LSE_RS09805	LSE_RS09805	18875	8990
gene-LSE_RS09810	LSE_RS09810	770	512
gene-LSE_RS09815	LSE_RS09815	1042	569
gene-LSE_RS09820	LSE_RS09820	994	526
gene-LSE_RS09825	LSE_RS09825	577	267
gene-LSE_RS09830	LSE_RS09830	7588	3541
gene-LSE_RS09835	LSE_RS09835	10072	5053
gene-LSE_RS09840	dinB	12399	3664
gene-LSE_RS09845	LSE_RS09845	3599	2793
gene-LSE_RS09850	LSE_RS09850	4209	3683
gene-LSE_RS09855	LSE_RS09855	2799	1811
gene-LSE_RS09860	rnz	2640	1571
gene-LSE_RS09865	zwf	36835	19692
gene-LSE_RS09870	LSE_RS09870	7936	4271
gene-LSE_RS09880	LSE_RS09880	1089	571
gene-LSE_RS09885	LSE_RS09885	804	437
gene-LSE_RS09890	ilvD	2355	1150
gene-LSE_RS09895	ilvB	1662	1087
gene-LSE_RS09900	ilvN	405	349
gene-LSE_RS09905	ilvC	648	565
gene-LSE_RS09910	LSE_RS09910	424	215
gene-LSE_RS09915	leuB	275	204
gene-LSE_RS09920	leuC	364	278
gene-LSE_RS09925	leuD	146	139
gene-LSE_RS09930	ilvA	274	272
gene-LSE_RS09935	budA	6439	4645
gene-LSE_RS09940	LSE_RS09940	5889	7328
gene-LSE_RS09945	LSE_RS09945	2764	1759
gene-LSE_RS09950	deoC	1891	1535
gene-LSE_RS09955	LSE_RS09955	1556	1021
gene-LSE_RS09960	LSE_RS09960	241	341
gene-LSE_RS09965	LSE_RS09965	417	615
gene-LSE_RS09970	LSE_RS09970	374	493
gene-LSE_RS09975	LSE_RS09975	333	361
gene-LSE_RS09980	LSE_RS09980	442	381
gene-LSE_RS09985	LSE_RS09985	525	293
gene-LSE_RS09990	LSE_RS09990	748	362
gene-LSE_RS09995	LSE_RS09995	770	500
gene-LSE_RS10000	LSE_RS10000	745	886
gene-LSE_RS10005	alsS	9190	5991
gene-LSE_RS10010	LSE_RS10010	216	274
gene-LSE_RS10015	LSE_RS10015	118	126
gene-LSE_RS10020	LSE_RS10020	141	131
gene-LSE_RS10025	LSE_RS10025	369	286
gene-LSE_RS10030	LSE_RS10030	552	338
gene-LSE_RS10035	LSE_RS10035	202	108
gene-LSE_RS10040	LSE_RS10040	1585	1431
gene-LSE_RS10045	LSE_RS10045	2874	2771
gene-LSE_RS10050	LSE_RS10050	246	295
gene-LSE_RS10055	cspB	35147	57725
gene-LSE_RS10060	LSE_RS10060	3960	3115
gene-LSE_RS10065	dapF	7644	5891
gene-LSE_RS10070	ileS	43471	38884
gene-LSE_RS10075	divIVA	13251	8875
gene-LSE_RS10080	LSE_RS10080	1303	642
gene-LSE_RS10085	LSE_RS10085	1078	581
gene-LSE_RS10090	nadB	550	309
gene-LSE_RS10095	nadC	376	234
gene-LSE_RS10100	nadA	533	366
gene-LSE_RS10105	LSE_RS10105	3822	2463
gene-LSE_RS10110	LSE_RS10110	3516	2973
gene-LSE_RS10115	LSE_RS10115	5877	5297
gene-LSE_RS10120	LSE_RS10120	10337	7000
gene-LSE_RS10125	ftsZ	17867	9588
gene-LSE_RS10130	ftsA	17239	6963
gene-LSE_RS10135	LSE_RS10135	4521	2620
gene-LSE_RS10140	murG	5963	3210
gene-LSE_RS10145	murD	8265	3353
gene-LSE_RS10150	mraY	15319	7508
gene-LSE_RS10155	LSE_RS10155	21665	9116
gene-LSE_RS10160	LSE_RS10160	46713	26180
gene-LSE_RS10165	ftsL	13668	7770
gene-LSE_RS10170	rsmH	25989	11884
gene-LSE_RS10175	mraZ	15645	6498
gene-LSE_RS10180	LSE_RS10180	1824	1232
gene-LSE_RS10185	LSE_RS10185	1540	758
gene-LSE_RS10190	LSE_RS10190	1469	914
gene-LSE_RS10195	LSE_RS10195	4060	2384
gene-LSE_RS10200	rpmF	34254	27043
gene-LSE_RS10205	LSE_RS10205	52322	32725
gene-LSE_RS10210	LSE_RS10210	2368	1349
gene-LSE_RS10215	LSE_RS10215	5100	2360
gene-LSE_RS10220	LSE_RS10220	4881	2932
gene-LSE_RS10225	coaD	2321	1150
gene-LSE_RS10230	rsmD	2321	939
gene-LSE_RS10235	LSE_RS10235	3696	1528
gene-LSE_RS10240	LSE_RS10240	3919	2035
gene-LSE_RS10245	LSE_RS10245	4905	1730
gene-LSE_RS10250	cyoE	15421	11129
gene-LSE_RS10255	LSE_RS10255	9136	7126
gene-LSE_RS10260	LSE_RS10260	3198	1931
gene-LSE_RS10265	LSE_RS10265	1885	1441
gene-LSE_RS10270	LSE_RS10270	2105	1184
gene-LSE_RS10275	LSE_RS10275	4363	1909
gene-LSE_RS10280	LSE_RS10280	419	371
gene-LSE_RS10285	mscL	3107	3554
gene-LSE_RS10290	LSE_RS10290	2392	1042
gene-LSE_RS10295	LSE_RS10295	332	268
gene-LSE_RS10300	LSE_RS10300	494	337
gene-LSE_RS10305	LSE_RS10305	79	49
gene-LSE_RS10310	LSE_RS10310	238	185
gene-LSE_RS10315	LSE_RS10315	793	418
gene-LSE_RS10320	LSE_RS10320	667	406
gene-LSE_RS10325	LSE_RS10325	2601	1442
gene-LSE_RS10330	LSE_RS10330	338	182
gene-LSE_RS10335	LSE_RS10335	404	208
gene-LSE_RS10340	bsh	3227	2114
gene-LSE_RS10345	groL	26316	33416
gene-LSE_RS10350	groES	7595	7134
gene-LSE_RS10355	LSE_RS10355	2831	1856
gene-LSE_RS10365	LSE_RS10365	13850	14181
gene-LSE_RS10370	LSE_RS10370	7144	5143
gene-LSE_RS10375	LSE_RS10375	2714	2255
gene-LSE_RS10380	tsaD	4469	3299
gene-LSE_RS10385	rimI	2314	1704
gene-LSE_RS10390	tsaB	3286	1689
gene-LSE_RS10395	tsaE	1497	552
gene-LSE_RS10400	LSE_RS10400	3958	2645
gene-LSE_RS10405	LSE_RS10405	1706	871
gene-LSE_RS10410	crcB	445	291
gene-LSE_RS10415	crcB	370	256
gene-LSE_RS10420	LSE_RS10420	679	390
gene-LSE_RS10425	LSE_RS10425	505	220
gene-LSE_RS10430	LSE_RS10430	22	5
gene-LSE_RS10435	LSE_RS10435	7574	4031
gene-LSE_RS10440	LSE_RS10440	3575	2030
gene-LSE_RS10445	LSE_RS10445	204	87
gene-LSE_RS10450	fepA	2961	1773
gene-LSE_RS10455	LSE_RS10455	2641	1527
gene-LSE_RS10460	LSE_RS10460	6654	5081
gene-LSE_RS10465	LSE_RS10465	212	183
gene-LSE_RS10470	argH	278	350
gene-LSE_RS10475	LSE_RS10475	3954	2843
gene-LSE_RS10480	LSE_RS10480	68	75
gene-LSE_RS10485	LSE_RS10485	72	109
gene-LSE_RS10490	LSE_RS10490	80	71
gene-LSE_RS10495	LSE_RS10495	121	75
gene-LSE_RS10500	LSE_RS10500	53	35
gene-LSE_RS10505	LSE_RS10505	82	45
gene-LSE_RS10510	LSE_RS10510	209	187
gene-LSE_RS10515	LSE_RS10515	1670	800
gene-LSE_RS10520	pdxS	11266	11437
gene-LSE_RS10525	pdxT	6936	8395
gene-LSE_RS10530	pta	12950	12945
gene-LSE_RS10535	LSE_RS10535	2630	1459
gene-LSE_RS10540	feoB	10687	8013
gene-LSE_RS10545	LSE_RS10545	881	1001
gene-LSE_RS10550	LSE_RS10550	413	617
gene-LSE_RS10555	LSE_RS10555	1061	1335
gene-LSE_RS10560	manA	4018	4080
gene-LSE_RS10565	LSE_RS10565	1321	981
gene-LSE_RS10570	LSE_RS10570	802	375
gene-LSE_RS10575	LSE_RS10575	5201	3235
gene-LSE_RS10580	LSE_RS10580	8715	3438
gene-LSE_RS10585	LSE_RS10585	14441	7630
gene-LSE_RS10590	LSE_RS10590	2243	1725
gene-LSE_RS10595	LSE_RS10595	803	402
gene-LSE_RS10600	glmM	8790	5935
gene-LSE_RS10605	LSE_RS10605	9574	7429
gene-LSE_RS10610	dacA	5316	3045
gene-LSE_RS10615	LSE_RS10615	547	653
gene-LSE_RS10620	LSE_RS10620	204	212
gene-LSE_RS10625	LSE_RS10625	244	209
gene-LSE_RS10630	LSE_RS10630	393	255
gene-LSE_RS10635	LSE_RS10635	533	491
gene-LSE_RS10640	LSE_RS10640	1895	1440
gene-LSE_RS10645	LSE_RS10645	5550	2655
gene-LSE_RS10650	LSE_RS10650	5292	3597
gene-LSE_RS10655	LSE_RS10655	4751	1840
gene-LSE_RS10660	LSE_RS10660	8722	8012
gene-LSE_RS10665	LSE_RS10665	1048	249
gene-LSE_RS10670	LSE_RS10670	7416	1943
gene-LSE_RS10675	LSE_RS10675	7283	2287
gene-LSE_RS10680	LSE_RS10680	2002	1041
gene-LSE_RS10685	LSE_RS10685	1021	663
gene-LSE_RS10690	LSE_RS10690	59	17
gene-LSE_RS10695	LSE_RS10695	2028	1385
gene-LSE_RS10700	LSE_RS10700	23	16
gene-LSE_RS10705	LSE_RS10705	5	11
gene-LSE_RS10710	LSE_RS10710	11	15
gene-LSE_RS10715	LSE_RS10715	9	3
gene-LSE_RS10720	LSE_RS10720	8	7
gene-LSE_RS10725	LSE_RS10725	26	10
gene-LSE_RS10730	LSE_RS10730	1505	870
gene-LSE_RS10735	LSE_RS10735	2455	1617
gene-LSE_RS10740	LSE_RS10740	1083	773
gene-LSE_RS10745	LSE_RS10745	1397	1259
gene-LSE_RS10750	LSE_RS10750	5477	1846
gene-LSE_RS10755	LSE_RS10755	610	287
gene-LSE_RS10760	LSE_RS10760	434	610
gene-LSE_RS10765	LSE_RS10765	2152	1472
gene-LSE_RS10770	LSE_RS10770	3342	2795
gene-LSE_RS10780	LSE_RS10780	2982	3033
gene-LSE_RS10785	LSE_RS10785	8555	7549
gene-LSE_RS10790	LSE_RS10790	13889	13546
gene-LSE_RS10795	LSE_RS10795	25488	23215
gene-LSE_RS10800	LSE_RS10800	45481	32608
gene-LSE_RS10805	LSE_RS10805	3016	906
gene-LSE_RS10810	LSE_RS10810	1705	1599
gene-LSE_RS10815	LSE_RS10815	90	138
gene-LSE_RS10820	LSE_RS10820	104	94
gene-LSE_RS10825	LSE_RS10825	97	66
gene-LSE_RS10830	LSE_RS10830	78	86
gene-LSE_RS10835	LSE_RS10835	104	99
gene-LSE_RS10840	LSE_RS10840	3519	4871
gene-LSE_RS10845	LSE_RS10845	3078	3604
gene-LSE_RS10850	LSE_RS10850	6143	4228
gene-LSE_RS10855	LSE_RS10855	3782	3699
gene-LSE_RS10865	LSE_RS10865	419	231
gene-LSE_RS10870	LSE_RS10870	57	65
gene-LSE_RS10875	LSE_RS10875	1167	750
gene-LSE_RS10880	LSE_RS10880	5755	2306
gene-LSE_RS10885	LSE_RS10885	3405	2012
gene-LSE_RS10890	LSE_RS10890	6247	4360
gene-LSE_RS10895	srtB	18489	12977
gene-LSE_RS10900	LSE_RS10900	21792	15240
gene-LSE_RS10905	LSE_RS10905	28967	18896
gene-LSE_RS10910	isdE	30183	18067
gene-LSE_RS10915	LSE_RS10915	225687	141946
gene-LSE_RS10920	isdC	109468	52021
gene-LSE_RS10925	LSE_RS10925	664	321
gene-LSE_RS10930	pepF	14841	8968
gene-LSE_RS10935	LSE_RS10935	1755	923
gene-LSE_RS10940	mecA	27028	14052
gene-LSE_RS10945	spxA	24167	12685
gene-LSE_RS10950	LSE_RS10950	33205	59316
gene-LSE_RS10955	LSE_RS10955	43224	72401
gene-LSE_RS10960	LSE_RS10960	32432	52985
gene-LSE_RS10965	LSE_RS10965	34566	49620
gene-LSE_RS10970	LSE_RS10970	91453	168202
gene-LSE_RS10975	LSE_RS10975	823	593
gene-LSE_RS10980	trpS	4414	4501
gene-LSE_RS10985	LSE_RS10985	17892	6215
gene-LSE_RS10990	LSE_RS10990	21248	7235
gene-LSE_RS10995	fabF	31784	26731
gene-LSE_RS11000	fabH	15582	10662
gene-LSE_RS11005	LSE_RS11005	1143	721
gene-LSE_RS11010	LSE_RS11010	3440	4798
gene-LSE_RS11015	gpmA	7160	5291
gene-LSE_RS11020	clpB	8775	6438
gene-LSE_RS11025	LSE_RS11025	5035	2737
gene-LSE_RS11030	LSE_RS11030	4935	3739
gene-LSE_RS11035	LSE_RS11035	6461	4157
gene-LSE_RS11040	LSE_RS11040	807	310
gene-LSE_RS11045	hemH	15929	22940
gene-LSE_RS11050	hemE	18149	20796
gene-LSE_RS11055	LSE_RS11055	1983	1298
gene-LSE_RS11060	LSE_RS11060	4979	3879
gene-LSE_RS11065	LSE_RS11065	3657	2365
gene-LSE_RS11070	LSE_RS11070	4726	2238
gene-LSE_RS11075	LSE_RS11075	4434	2203
gene-LSE_RS11080	LSE_RS11080	2995	1914
gene-LSE_RS11085	LSE_RS11085	21414	14046
gene-LSE_RS11090	yhaM	16867	8162
gene-LSE_RS11095	LSE_RS11095	31122	11531
gene-LSE_RS11100	LSE_RS11100	15382	4106
gene-LSE_RS11105	LSE_RS11105	10869	13728
gene-LSE_RS11110	LSE_RS11110	2865	1924
gene-LSE_RS11115	fumC	5430	4104
gene-LSE_RS11120	LSE_RS11120	1356	884
gene-LSE_RS11125	LSE_RS11125	1478	939
gene-LSE_RS11130	LSE_RS11130	398	225
gene-LSE_RS11135	LSE_RS11135	9852	4916
gene-LSE_RS11140	LSE_RS11140	14324	7909
gene-LSE_RS11145	LSE_RS11145	2025	898
gene-LSE_RS11150	LSE_RS11150	14313	14826
gene-LSE_RS11155	LSE_RS11155	1385	913
gene-LSE_RS11160	LSE_RS11160	168	111
gene-LSE_RS11165	LSE_RS11165	190	90
gene-LSE_RS11170	aroE	53	32
gene-LSE_RS11175	LSE_RS11175	125	88
gene-LSE_RS11180	LSE_RS11180	516	271
gene-LSE_RS11185	LSE_RS11185	1105	975
gene-LSE_RS11190	LSE_RS11190	1452	1052
gene-LSE_RS11195	LSE_RS11195	908	610
gene-LSE_RS11200	LSE_RS11200	690	442
gene-LSE_RS11205	LSE_RS11205	2259	1315
gene-LSE_RS11210	LSE_RS11210	3380	1983
gene-LSE_RS11215	LSE_RS11215	429	536
gene-LSE_RS11220	LSE_RS11220	1053	1098
gene-LSE_RS11225	LSE_RS11225	1567	974
gene-LSE_RS11230	LSE_RS11230	21828	19135
gene-LSE_RS11235	LSE_RS11235	24260	27001
gene-LSE_RS11240	LSE_RS11240	2728	2149
gene-LSE_RS11245	LSE_RS11245	1681	1631
gene-LSE_RS11250	LSE_RS11250	1958	1907
gene-LSE_RS11255	LSE_RS11255	1491	1101
gene-LSE_RS11260	LSE_RS11260	5240	4678
gene-LSE_RS11265	LSE_RS11265	2426	1536
gene-LSE_RS11270	LSE_RS11270	10215	7101
gene-LSE_RS11280	LSE_RS11280	3103	1226
gene-LSE_RS11285	LSE_RS11285	2006	424
gene-LSE_RS11290	LSE_RS11290	9009	5310
gene-LSE_RS11295	LSE_RS11295	8283	6190
gene-LSE_RS11300	yjfP	5442	4092
gene-LSE_RS11305	LSE_RS11305	6152	2883
gene-LSE_RS11310	LSE_RS11310	4824	5508
gene-LSE_RS11315	LSE_RS11315	1652	1471
gene-LSE_RS11320	LSE_RS11320	3682	3452
gene-LSE_RS11325	addA	12685	10850
gene-LSE_RS11330	addB	11663	6039
gene-LSE_RS11335	LSE_RS11335	2068	830
gene-LSE_RS11340	LSE_RS11340	1304	507
gene-LSE_RS11345	LSE_RS11345	1655	540
gene-LSE_RS11350	LSE_RS11350	55220	58722
gene-LSE_RS11355	pfkB	30990	27819
gene-LSE_RS11360	LSE_RS11360	22707	17520
gene-LSE_RS11365	pepC	2147	1714
gene-LSE_RS11370	LSE_RS11370	842	333
gene-LSE_RS11375	LSE_RS11375	1257	1495
gene-LSE_RS11380	LSE_RS11380	1201	1361
gene-LSE_RS11385	LSE_RS11385	2150	1092
gene-LSE_RS11390	LSE_RS11390	132	107
gene-LSE_RS11395	LSE_RS11395	3891	5850
gene-LSE_RS11400	LSE_RS11400	2812	4304
gene-LSE_RS11405	LSE_RS11405	1526	1605
gene-LSE_RS11410	LSE_RS11410	119	98
gene-LSE_RS11415	LSE_RS11415	820	1023
gene-LSE_RS11420	LSE_RS11420	1167	1205
gene-LSE_RS11425	LSE_RS11425	940	720
gene-LSE_RS11430	LSE_RS11430	6886	3858
gene-LSE_RS11435	LSE_RS11435	1769	651
gene-LSE_RS11440	gadC	129	99
gene-LSE_RS11445	LSE_RS11445	97	65
gene-LSE_RS11450	LSE_RS11450	22287	8985
gene-LSE_RS11455	LSE_RS11455	2809	1079
gene-LSE_RS11460	LSE_RS11460	4488	1760
