GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene2748	yfjT	11	4	11	7	15	16
gene2749	yfjU	24	22	29	8	14	5
gene275	insB-2	13	22	6	5	4	2
gene2751	yfjW	61	63	111	97	70	64
gene2753	yfjX	0	0	0	0	0	0
gene2754	yfjY	2	0	1	0	1	0
gene2755	ypjJ	8	6	2	1	1	1
gene2756	yfjZ	3	0	2	1	1	0
gene2757	ypjF	12	5	5	4	4	5
gene2759	ypjA	643	792	807	73	46	45
gene276	insA-2	0	0	0	0	1	5
gene2761	ypjB	268	290	452	3	5	5
gene2762	ypjC	71	155	119	1	0	1
gene2763	ileY	5	6	6	2	0	0
gene2765	csiD	117	79	78	30	19	10
gene2766	lhgO	28	24	11	43	36	24
gene2767	gabD	11	13	13	108	57	26
gene2768	gabT	9	10	9	93	75	34
gene2769	gabP	18	23	17	33	17	20
gene2770	csiR	45	60	53	36	58	51
gene2771	kbp	210	236	210	438	164	101
gene2772	yqaE	160	270	223	226	136	64
gene2773	ygaV	525	548	677	1220	1702	1682
gene2774	ygaP	298	299	355	230	242	199
gene2775	stpA	4750	5200	5448	222	159	197
gene2776	alaE	136	130	182	93	126	146
gene2777	ygaC	249	266	279	28	33	32
gene2778	ygaM	16	22	18	537	167	85
gene2779	nrdH	142	142	159	33	80	42
gene2780	nrdI	172	152	193	49	137	51
gene2781	nrdE	385	339	400	151	328	200
gene2782	nrdF	247	188	200	124	316	178
gene2783	proV	11978	11562	11645	1854	3787	3400
gene2784	proW	2960	2470	2858	1062	2126	1898
gene2785	proX	1569	1529	1372	744	1406	1016
gene2787	ygaZ	523	516	878	1009	1136	1108
gene2788	ygaH	35	57	49	97	119	100
gene2789	mprA	1146	972	1144	363	456	519
gene279	yagB	38	41	63	48	54	61
gene2790	emrA	295	232	231	134	184	154
gene2791	emrB	215	179	178	126	153	155
gene2792	luxS	757	650	769	1423	1045	955
gene2793	micA	122	163	314	737	430	610
gene2794	gshA	2429	2159	2400	2532	2342	2284
gene2795	yqaA	209	228	229	169	209	197
gene2796	yqaB	737	759	803	290	331	400
gene2797	argQ	886	766	1398	221	251	496
gene2798	argZ	5774	3372	13296	5231	3779	3329
gene2799	argY	6155	3744	14172	5414	4050	3597
gene28	fkpB	330	364	472	572	739	627
gene280	yagA	2	0	9	1	4	9
gene2800	argV	997	819	1480	353	410	524
gene2801	serV	15798	12437	25700	33513	19752	19345
gene2802	csrA	775	671	1047	2021	1993	1998
gene2803	alaS	3462	2888	2662	4406	5333	5432
gene2804	recX	334	341	423	87	107	105
gene2805	recA	19951	20522	10549	14001	14934	15036
gene2806	pncC	71	81	79	69	76	106
gene2807	mltB	86	63	95	81	97	68
gene2808	srlA	38	42	47	5114	4722	3855
gene2809	srlE	4	8	11	4849	4864	3226
gene281	yagE	18	22	25	335	523	936
gene2810	srlB	0	5	1	1818	1703	900
gene2811	srlD	15	9	13	5345	5267	3137
gene2812	gutM	7	9	4	635	473	367
gene2813	srlR	64	43	42	1100	958	815
gene2814	gutQ	41	43	34	1220	1051	1150
gene2815	norR	83	85	139	159	142	124
gene2816	norV	27	23	26	25	26	19
gene2817	norW	20	17	6	9	8	10
gene2818	hypF	27	20	22	121	97	120
gene2819	hydN	23	32	25	12	16	15
gene282	yagF	29	12	26	366	604	973
gene2820	ascG	48	46	43	60	78	70
gene2821	ascF	38	25	45	54	77	68
gene2822	ascB	27	42	19	24	35	31
gene2823	hycI	24	24	44	132	136	161
gene2824	hycH	23	11	32	158	129	117
gene2825	hycG	8	6	9	26	30	20
gene2826	hycF	2	4	3	4	7	10
gene2827	hycE	19	24	15	29	27	34
gene2828	hycD	2	2	0	7	2	6
gene2829	hycC	11	15	10	13	12	20
gene283	yagG	4	7	6	14	33	31
gene2830	hycB	9	4	9	0	3	1
gene2831	hycA	11	7	10	2	1	1
gene2832	hypA	9	4	5	199	192	145
gene2833	hypB	18	17	16	608	606	459
gene2834	hypC	10	2	1	210	139	132
gene2835	hypD	21	5	29	660	499	567
gene2836	hypE	32	43	41	841	645	914
gene2837	fhlA	68	61	91	451	381	533
gene2838	ygbA	189	209	139	57	50	39
gene2839	mutS	308	272	331	455	511	682
gene284	yagH	2	3	4	45	68	48
gene2840	pphB	59	67	63	10	10	9
gene2841	ygbI	110	87	133	113	167	173
gene2842	ygbJ	17	21	16	21	34	41
gene2843	ygbK	55	38	39	41	33	71
gene2844	ygbL	27	20	13	19	25	26
gene2845	ygbM	23	12	9	21	25	18
gene2846	ygbN	54	43	50	44	45	56
gene2847	rpoS	3904	3472	2862	2756	2398	2016
gene2848	nlpD	536	553	615	717	817	543
gene2849	pcm	152	132	173	433	381	448
gene285	xynR	107	85	133	81	98	71
gene2850	umpG	191	223	247	592	531	553
gene2851	truD	297	299	296	534	459	431
gene2852	ispF	168	192	182	120	132	108
gene2853	ispD	491	553	524	338	426	414
gene2854	ftsB	289	281	293	145	169	193
gene2855	ygbE	29	39	50	36	43	28
gene2856	cysC	48	73	55	70	70	48
gene2857	cysN	41	31	38	72	57	35
gene2858	cysD	12	14	23	11	20	15
gene2859	iap	204	182	211	52	55	61
gene286	argF	63	76	86	55	63	42
gene2860	cas2	24	26	21	8	13	7
gene2861	cas1	86	70	70	37	38	44
gene2862	casE	118	251	154	98	69	50
gene2863	casD	127	91	81	28	20	22
gene2864	casC	317	349	354	31	25	32
gene2865	casB	717	1019	739	23	25	26
gene2866	casA	496	494	613	22	18	11
gene2867	cas3	175	174	185	102	98	97
gene2868	sokX	45	10	81	17	9	12
gene2869	cysH	29	29	26	20	19	22
gene287	ykgS	8	11	9	12	14	6
gene2870	cysI	41	23	30	44	49	45
gene2871	cysJ	35	39	26	24	48	22
gene2872	queD	201	161	210	52	61	52
gene2873	ygcN	161	123	138	73	79	77
gene2874	ygcO	23	20	34	20	30	24
gene2875	ygcP	18	35	31	14	16	24
gene2876	ygcQ	30	24	16	18	8	10
gene2877	ygcR	13	4	6	8	1	3
gene2878	ygcS	10	13	20	10	5	9
gene2879	ygcU	116	115	117	16	11	9
gene288	insB-3	3	5	8	1	0	1
gene2880	ygcW	5	8	17	2	5	5
gene2881	yqcE	9	10	10	0	6	6
gene2882	ygcE	24	22	30	15	31	23
gene2883	queE	257	330	342	362	388	317
gene2884	yqcG	3	2	3	0	0	1
gene2885	ygcG	33	46	56	14	4	2
gene2886	eno	8311	7400	5622	15830	13018	11742
gene2887	pyrG	9013	9546	7419	5596	5226	7063
gene2888	mazG	329	335	352	158	168	107
gene2889	mazF	276	276	273	90	86	66
gene289	insA-3	0	0	0	0	0	0
gene2890	mazE	213	213	193	69	60	57
gene2891	relA	455	346	460	504	613	497
gene2892	rlmD	175	105	223	528	644	591
gene2893	barA	313	325	423	370	512	389
gene2894	gudD	24	21	23	50	39	25
gene2895	gudX	15	35	27	29	21	22
gene2896	gudP	24	32	20	21	9	5
gene2897	yqcA	96	79	70	170	213	196
gene2898	truC	55	49	51	42	73	49
gene2899	yqcC	66	64	73	12	21	16
gene29	ispH	356	288	294	620	735	796
gene290	yagJ	85	83	109	126	131	142
gene2900	csrB	462	383	411	1697	972	785
gene2901	syd	648	660	760	274	304	292
gene2902	queF	195	179	191	207	268	288
gene2903	ppnN	233	198	264	1423	1646	1383
gene2904	sdaC	2162	1717	2140	4957	7483	12431
gene2905	sdaB	825	745	666	2698	3358	6835
gene2906	ygdG	111	89	112	153	215	292
gene2907	fucO	28	14	20	65	69	94
gene2908	fucA	21	23	24	14	27	14
gene2909	fucP	20	15	17	102	99	167
gene291	yagK	715	810	1078	43	60	55
gene2910	fucI	35	45	56	74	138	153
gene2911	fucK	29	53	66	94	108	122
gene2912	fucU	35	44	59	78	54	69
gene2913	fucR	68	55	71	214	218	442
gene2914	rlmM	584	512	680	255	292	339
gene2915	ygdD	197	300	282	111	116	113
gene2916	gcvA	246	280	300	166	188	161
gene2917	gcvB	2690	2357	5999	11573	15895	16487
gene2918	ygdI	89	60	142	149	91	41
gene2919	csdA	517	412	505	352	482	534
gene292	yagL	228	243	378	37	27	29
gene2920	csdE	131	118	123	118	115	142
gene2921	tcdA	120	144	133	50	48	55
gene2922	mltA	440	454	620	194	204	215
gene2923	metZ	163	223	343	66	43	71
gene2924	metW	139	188	315	20	13	4
gene2925	metV	159	151	353	18	21	5
gene2926	amiC	602	592	822	450	492	470
gene2927	argA	141	125	125	68	66	84
gene2928	recD	123	111	97	530	545	515
gene2929	recB	378	278	261	1082	1172	1071
gene293	yagM	58	48	86	9	13	7
gene2930	ptrA	374	323	374	503	592	534
gene2931	recC	285	295	300	577	631	521
gene2932	ppdC	52	70	41	37	58	50
gene2933	ygdB	8	14	3	9	12	10
gene2934	ppdB	13	20	12	12	13	10
gene2935	ppdA	5	7	12	11	11	14
gene2936	thyA	237	207	195	438	513	399
gene2937	lgt	229	248	206	385	500	393
gene2938	ptsP	712	716	821	1810	1990	1788
gene2939	rppH	384	308	350	491	548	411
gene294	ykgV	10	11	14	7	11	6
gene2940	ygdT	6	5	9	2	6	6
gene2941	mutH	131	122	124	102	104	55
gene2942	ygdQ	292	266	363	120	152	191
gene2943	ygdR	336	241	439	213	197	162
gene2944	tas	409	453	298	843	828	648
gene2945	lplT	51	26	57	99	125	106
gene2946	aas	241	183	242	288	327	369
gene2947	omrA	14	19	43	197	125	70
gene2948	omrB	23	26	57	759	380	216
gene2949	galR	351	267	304	753	945	894
gene295	yagN	414	480	774	754	860	745
gene2950	lysA	32	34	53	45	39	29
gene2951	lysR	57	83	74	79	90	77
gene2952	ygeA	19	10	34	24	37	26
gene2953	araE	181	161	241	113	133	143
gene2954	kduD	66	54	67	43	64	48
gene2955	kduI	61	62	58	23	24	29
gene2956	yqeF	460	494	348	150	176	395
gene2957	yqeG	393	326	475	216	274	383
gene2958	yqeH	236	335	362	17	9	7
gene2959	yqeI	250	335	449	129	136	150
gene296	intF	441	501	490	208	207	172
gene2960	yqeJ	87	118	138	10	8	7
gene2961	yqeL	42	55	81	2	1	4
gene2962	yqeK	96	120	231	5	0	2
gene2964	ygeG	14	21	25	0	1	0
gene2965	ygeH	85	90	131	3	5	6
gene2966	ygeI	21	26	42	0	0	0
gene297	yagP	5	9	10	16	12	4
gene2972	insD-4	7	8	14	1	1	1
gene2973	insC-4	0	5	0	0	0	0
gene2975	ygeQ	1586	1702	2400	92	111	133
gene2976	glyU	24318	16024	60874	63317	44936	59441
gene2977	ygeR	143	121	159	190	191	199
gene2978	xdhA	37	31	36	49	55	46
gene2979	xdhB	8	9	10	25	22	24
gene298	paoD	7	2	10	18	20	5
gene2980	xdhC	4	2	2	12	12	9
gene2981	ygeV	156	149	180	378	309	479
gene2982	ygeW	24	28	40	15	21	18
gene2983	ygeX	14	5	12	22	13	17
gene2984	ygeY	32	21	26	34	31	26
gene2985	hyuA	9	16	19	4	9	10
gene2986	yqeA	35	42	37	48	40	29
gene2987	yqeB	60	76	61	93	59	105
gene2988	yqeC	93	69	81	69	53	87
gene2989	mocA	56	57	75	183	77	116
gene299	paoC	12	11	15	21	32	16
gene2990	ygfK	68	56	53	79	59	75
gene2991	ssnA	6	7	9	19	15	25
gene2992	ygfM	14	9	16	13	10	14
gene2993	xdhD	71	77	68	80	93	81
gene2994	xanQ	26	11	22	10	8	10
gene2995	guaD	42	38	50	29	34	40
gene2996	ghxQ	49	53	38	48	44	40
gene2997	ygfS	27	12	31	18	43	44
gene2998	ygfT	21	31	23	18	24	22
gene2999	uacT	9	2	8	5	5	5
gene3	thrC	1008	989	742	487	473	466
gene30	rihC	35	33	50	297	419	777
gene300	paoB	7	10	0	12	10	2
gene3000	yqfG	3	5	5	4	2	1
gene3001	yqfH	3	0	1	0	0	0
gene3002	idi	79	94	97	118	139	133
gene3003	lysS	2370	2033	1979	2263	2661	1877
gene3004	prfB	1024	971	1024	1083	1280	1037
gene3005	recJ	427	408	485	882	1046	933
gene3006	dsbC	256	278	264	484	540	411
gene3007	xerD	274	288	222	333	396	296
gene3008	fldB	437	291	436	322	388	401
gene3009	ygfX	226	205	203	436	630	567
gene301	paoA	12	13	4	6	7	6
gene3010	sdhE	331	307	363	661	944	861
gene3011	ygfZ	295	341	343	747	757	698
gene3012	yqfA	365	240	404	790	1056	862
gene3013	yqfB	96	100	105	151	205	175
gene3014	bglA	208	168	196	493	512	360
gene3015	ygfF	9	9	7	32	34	34
gene3016	gcvP	269	362	212	5463	5804	5760
gene3017	gcvH	120	125	123	2337	2487	1981
gene3018	gcvT	155	137	139	2547	2917	2834
gene3019	yqfI	3	3	2	6	7	0
gene302	yagU	666	802	929	401	293	381
gene3020	ubiI	162	133	113	464	484	429
gene3021	ubiH	207	183	189	987	1259	1119
gene3022	pepP	336	291	306	1316	1466	1306
gene3023	ygfB	1757	1903	884	1882	1866	1624
gene3024	zapA	7938	6981	6129	3943	4705	4958
gene3025	ssrS	98207	74354	181393	316556	286211	342149
gene3026	fau	3008	2377	2742	1793	2555	3427
gene3027	sibC	1061	796	1863	1907	1424	1102
gene3028	ibsC	5	4	10	2	13	6
gene3029	serA	465	468	510	791	920	701
gene303	ykgJ	134	181	204	64	79	92
gene3030	rpiA	191	204	295	706	596	485
gene3032	argP	245	172	246	310	483	367
gene3033	scpA	38	47	51	25	46	35
gene3034	argK	21	15	15	17	26	22
gene3035	scpB	9	9	18	21	20	20
gene3036	scpC	20	20	36	19	40	20
gene3037	ygfI	71	101	71	39	30	24
gene3038	yggE	264	289	179	372	229	169
gene3039	argO	100	86	79	66	61	55
gene304	ecpE	31	37	29	18	21	19
gene3040	mscS	1037	888	1048	1547	811	468
gene3041	fbaA	1469	1283	1487	10647	9864	7793
gene3042	pgk	2469	2417	2400	12061	11730	7494
gene3043	epd	956	863	1166	7025	7661	6672
gene3044	yggC	271	366	196	277	230	218
gene3045	fumE	177	190	221	271	311	280
gene3046	yggF	41	39	45	44	75	45
gene3047	yggP	37	27	29	6	3	5
gene3048	cmtA	41	59	51	7	10	6
gene3049	cmtB	35	46	56	5	3	0
gene305	ecpD	101	120	100	59	79	42
gene3050	tktA	2055	1784	1748	4478	5312	6199
gene3051	loiP	129	136	163	265	221	282
gene3052	speB	262	251	242	361	278	426
gene3053	speA	2217	2027	2003	2262	1890	2541
gene3054	yqgB	184	197	180	101	107	122
gene3055	yqgC	5	3	3	2	3	5
gene3056	yqgD	43	74	71	9	9	26
gene3057	metK	3231	3170	3251	1239	1137	1393
gene3058	galP	595	542	561	15785	18827	26174
gene3059	yggI	85	73	72	107	187	243
gene306	ecpC	302	277	220	17	15	18
gene3060	endA	133	92	129	143	127	155
gene3061	rsmE	202	237	222	298	356	355
gene3062	gshB	412	436	399	647	758	594
gene3063	yqgE	589	520	512	559	667	591
gene3064	yqgF	217	238	242	309	398	433
gene3065	yggR	10	7	14	12	11	6
gene3066	yggS	252	267	273	224	251	245
gene3067	yggT	200	203	293	192	242	249
gene3068	yggU	36	48	46	66	71	89
gene3069	rdgB	231	169	229	320	338	391
gene307	ecpB	159	171	146	4	3	8
gene3070	yggW	202	137	184	254	283	289
gene3071	yggM	62	65	49	58	52	103
gene3072	ansB	340	266	345	1915	1575	2253
gene3073	yggN	245	238	281	123	144	156
gene3074	yggL	359	363	251	306	221	253
gene3075	trmI	307	344	376	291	262	272
gene3076	mutY	322	302	263	197	247	277
gene3077	yggX	175	198	219	192	193	173
gene3078	mltC	217	208	156	116	154	185
gene3079	nupG	104	98	118	1098	988	2458
gene308	ecpA	1156	1129	1049	51	50	40
gene3080	speC	272	196	202	146	114	123
gene3081	yqgA	44	52	44	357	402	393
gene3082	pheV	78	71	178	60	42	60
gene3083	yghD	43	22	24	20	7	22
gene3086	yghG	45	58	60	6	2	3
gene3087	pppA	96	91	131	19	20	21
gene3088	yghJ	303	363	340	259	190	157
gene3089	glcA	68	90	88	48	42	40
gene309	ecpR	1679	1953	2025	16	23	13
gene3090	glcB	92	87	84	281	298	182
gene3091	glcG	62	113	14	228	116	88
gene3092	glcF	76	105	31	274	151	105
gene3093	glcE	3	0	2	11	16	11
gene3094	glcD	5	18	11	4	10	7
gene3095	glcC	132	112	139	80	66	123
gene3096	yghO	13	17	12	6	6	9
gene3097	insH-9	3	0	0	0	5	2
gene3098	yghQ	21	26	25	6	4	9
gene3099	yghR	26	38	35	5	2	5
gene31	dapB	121	155	77	349	324	339
gene310	ykgL	74	91	68	13	25	17
gene3100	yghS	35	76	68	1	2	2
gene3101	yghT	20	14	23	0	1	1
gene3102	pitB	87	71	82	9	6	9
gene3103	gss	170	145	166	560	444	368
gene3104	yghU	46	29	36	138	140	133
gene3105	hybG	24	22	39	56	39	59
gene3106	hybF	18	12	24	66	70	66
gene3107	hybE	70	45	83	203	231	233
gene3108	hybD	58	56	95	226	199	209
gene3109	hybC	232	359	181	870	686	671
gene311	ykgO	25	29	23	34	12	18
gene3110	hybB	58	48	47	832	682	796
gene3111	hybA	69	61	59	1155	868	1026
gene3112	hybO	136	123	129	1396	1157	1370
gene3113	yghW	10	16	12	9	5	9
gene3115	yqhI	8	8	7	2	3	3
gene3116	gpr	38	26	45	1342	991	1555
gene3117	yqhA	1237	1546	1158	507	466	640
gene3118	yghA	22	11	17	73	16	24
gene3119	exbD	931	856	987	1787	3283	3185
gene312	ykgM	11	13	21	28	9	22
gene3120	exbB	1528	1539	1881	2943	4929	4699
gene3121	metC	115	84	122	260	285	252
gene3122	yghB	332	294	321	2372	2526	2496
gene3123	yqhC	73	66	89	85	71	77
gene3124	yqhD	116	109	115	1109	1070	1022
gene3125	dkgA	46	88	35	462	328	167
gene3126	yqhG	50	49	50	12	21	22
gene3127	yqhH	18	7	14	7	5	2
gene3128	ygiQ	1208	1083	733	299	319	361
gene3129	ftsP	451	375	379	408	451	411
gene313	ykgR	7	15	17	32	32	43
gene3130	plsC	406	467	444	274	246	251
gene3131	parC	1497	1423	1660	728	941	1034
gene3132	ygiS	1341	1197	1340	127	186	361
gene3133	mqsA	2130	2589	2459	143	135	145
gene3134	mqsR	2698	2957	3158	151	118	116
gene3135	ygiV	15	22	19	16	16	14
gene3136	ygiW	56	65	46	144	60	49
gene3137	qseB	103	84	118	27	28	22
gene3138	qseC	70	97	103	38	60	59
gene3139	ygiZ	36	64	60	1	3	0
gene3140	mdaB	177	211	166	273	267	254
gene3141	ygiN	166	198	244	862	923	856
gene3142	parE	922	846	962	1065	1319	1885
gene3143	yqiA	1077	1202	1169	1910	1822	2639
gene3144	cpdA	240	164	261	886	1037	1292
gene3145	yqiB	188	144	215	516	623	707
gene3146	nudF	75	85	78	93	105	107
gene3147	tolC	1455	1151	1462	2707	2805	2962
gene3148	ygiA	143	137	158	408	575	473
gene3149	ygiB	465	403	348	1117	1459	1663
gene3150	ygiC	464	363	484	1372	1637	1982
gene3151	ygiD	62	42	46	46	73	55
gene3152	zupT	109	117	124	239	305	309
gene3153	yqiD	109	101	104	151	201	198
gene3154	ribB	1893	1579	2031	1145	1491	1950
gene3155	ubiK	581	676	550	838	842	826
gene3156	ygiL	109	99	138	6	7	19
gene3158	insC-5	1	1	1	0	0	0
gene3159	insD-5	0	1	0	1	1	1
gene316	insE-1	0	0	0	0	0	0
gene3160	yqiH	10	16	27	13	6	8
gene3161	yqiI	361	319	496	14	10	18
gene3162	glgS	114	88	104	89	83	93
gene3163	yqiJ	710	815	965	177	258	295
gene3164	yqiK	770	951	992	50	52	41
gene3165	sibD	793	752	1376	2528	1905	2038
gene3166	ibsD	19	10	16	7	9	5
gene3167	sibE	876	743	1527	2915	2215	2559
gene3168	ibsE	2	2	12	9	13	24
gene3169	rfaE	312	345	260	492	515	436
gene317	insF-1	3	9	3	3	0	1
gene3170	glnE	151	111	138	559	606	322
gene3171	ygiF	81	85	95	230	239	125
gene3172	ygiM	530	512	475	331	310	555
gene3173	cca	354	344	360	475	477	551
gene3174	bacA	162	164	199	92	123	95
gene3175	folB	89	104	130	53	58	53
gene3176	plsY	179	243	284	208	298	412
gene3177	ttdR	50	54	42	123	143	78
gene3178	ttdA	24	26	22	2	0	4
gene3179	ttdB	28	21	15	1	7	12
gene3180	ttdT	15	17	8	6	7	8
gene3181	tsaD	213	238	270	182	181	188
gene3182	rpsU	18433	16634	35902	3982	4469	6148
gene3183	dnaG	3046	2966	3936	1264	1179	1571
gene3184	rpoD	8513	9658	4905	2121	2344	1885
gene3185	mug	37	37	52	72	64	43
gene3186	ileX	83	42	102	166	106	172
gene3187	nfeF	500	459	518	227	367	356
gene3188	nfeR	125	119	143	173	159	127
gene3189	aer	512	523	509	1030	1250	2461
gene3190	patA	25	28	41	111	67	55
gene3191	ygjH	8	20	9	20	15	15
gene3192	ebgR	163	111	157	395	569	578
gene3193	ebgA	64	66	40	40	41	66
gene3194	ebgC	22	27	18	7	12	11
gene3195	ygjI	26	18	36	3	11	13
gene3196	ygjJ	19	22	20	3	13	9
gene3197	ygjK	40	45	35	21	18	17
gene3198	fadH	10	13	19	50	55	142
gene3199	higA	515	474	441	50	57	31
gene32	carA	139	131	126	48	49	51
gene320	rclC	159	154	176	6	11	10
gene3200	higB	354	339	496	24	21	35
gene3201	rlmG	490	436	572	98	109	132
gene3202	ygjP	45	17	57	35	58	41
gene3203	ygjQ	13	19	22	9	21	10
gene3204	ygjR	41	27	34	444	352	411
gene3205	alx	185	169	211	45	100	105
gene3206	sstT	410	374	414	311	404	477
gene3207	ygjV	47	62	64	90	48	60
gene3208	uxaA	123	98	138	400	465	747
gene3209	uxaC	178	154	163	355	518	673
gene321	rclB	85	84	122	6	5	6
gene3210	exuT	32	22	19	116	139	217
gene3211	exuR	942	616	894	1277	1756	1586
gene3212	yqjA	488	421	513	516	789	801
gene3213	mzrA	193	230	213	368	521	567
gene3214	yqjC	339	337	236	1368	754	554
gene3215	yqjD	138	121	157	1203	770	523
gene3216	yqjE	124	81	129	1237	658	484
gene3217	yqjK	203	148	213	1392	659	639
gene3218	yqjF	56	38	43	32	27	25
gene3219	yqjG	66	46	76	185	98	86
gene322	rclA	59	52	86	33	16	17
gene3220	yhaH	88	69	102	209	209	161
gene3221	yhaI	68	84	110	4	9	5
gene3222	yhaJ	135	158	119	132	128	101
gene3223	yhaK	46	14	45	10	18	11
gene3224	yhaL	22	28	29	30	39	41
gene3225	cyuA	269	279	279	143	253	832
gene3226	cyuP	232	265	242	91	150	457
gene3227	tdcG	87	87	151	485	325	518
gene3228	tdcF	26	19	24	76	62	173
gene3229	tdcE	112	139	130	535	380	1446
gene323	rclR	62	56	62	9	4	17
gene3230	tdcD	59	53	51	606	336	1364
gene3231	tdcC	184	181	210	1490	1006	3510
gene3232	tdcB	100	131	104	969	499	1576
gene3233	tdcA	145	120	192	1595	941	2608
gene3234	tdcR	9	13	16	5	3	4
gene3235	yhaB	29	24	33	5	1	6
gene3236	yhaC	84	144	171	18	8	3
gene3237	rnpB	102133	78240	158445	97425	88677	90454
gene3238	garK	13	9	20	36	27	18
gene3239	garR	13	2	10	53	49	21
gene324	ykgE	111	103	133	680	591	744
gene3240	garL	6	10	16	22	44	17
gene3241	garP	19	18	18	66	70	30
gene3242	garD	51	58	44	133	120	80
gene3243	prlF	215	247	244	157	166	142
gene3244	yhaV	150	152	131	78	104	76
gene3245	agaR	950	885	1489	846	821	875
gene3246	kbaZ	12	24	7	19	27	50
gene3247	agaV	3	6	1	6	2	17
gene325	ykgF	83	78	82	657	517	411
gene3250	agaS	13	5	12	6	5	12
gene3251	kbaY	5	1	7	6	3	5
gene3252	agaB	24	29	39	2	3	0
gene3253	agaC	32	24	32	3	8	4
gene3254	agaD	22	41	35	7	13	13
gene3255	agaI	14	23	22	10	4	4
gene3256	yraH	97	97	137	15	6	12
gene3257	yraI	75	114	72	1	2	2
gene3258	yraJ	66	83	85	36	48	22
gene3259	yraK	45	33	72	55	52	41
gene326	ykgG	37	45	48	231	221	187
gene3260	rsmI	54	47	97	66	68	75
gene3261	lpoA	235	302	285	641	639	613
gene3262	yraN	102	87	127	493	489	495
gene3263	diaA	190	172	232	363	346	353
gene3264	yraP	398	478	300	581	489	580
gene3265	yraQ	71	50	80	42	37	37
gene3266	yraR	31	53	55	41	46	35
gene3267	yhbO	8	5	8	33	11	13
gene3268	yhbP	52	50	56	90	120	102
gene3269	yhbQ	32	16	41	34	33	24
gene327	ykgH	426	512	471	11	19	11
gene3270	yhbS	117	79	134	1347	1259	1296
gene3271	yhbT	145	125	166	1608	1960	1781
gene3272	yhbU	7	11	5	443	440	560
gene3273	yhbV	30	14	38	454	452	562
gene3274	yhbW	103	38	57	341	454	440
gene3275	mtr	186	151	184	144	178	162
gene3276	deaD	23055	18130	20665	10661	12876	17001
gene3277	yrbN	2242	2491	2298	1266	1627	1831
gene3278	nlpI	9513	8598	11941	14813	17271	19990
gene3279	pnp	21724	19125	12262	12747	13470	9504
gene328	betA	610	547	489	212	319	290
gene3280	sraG	12	11	16	6	11	2
gene3281	rpsO	26595	28599	22230	7969	7749	11775
gene3282	truB	2773	2444	2536	1596	1902	2424
gene3283	rbfA	1292	1201	1281	523	589	664
gene3284	infB	19809	20482	16161	7852	8755	9390
gene3285	nusA	11111	12063	7592	2619	3077	2613
gene3286	rimP	2695	2461	2735	846	1401	1390
gene3287	metY	11907	11240	19250	17402	13787	10383
gene3288	argG	266	204	249	255	250	247
gene3289	yhbX	590	681	823	35	32	56
gene329	betB	836	808	747	255	358	390
gene3290	leuU	15427	9201	38283	61652	22967	25214
gene3291	secG	6429	6067	11167	2297	2631	3993
gene3292	glmM	402	373	418	815	974	859
gene3293	folP	281	293	289	353	515	512
gene3294	ftsH	4774	3878	4472	3920	5632	4713
gene3295	rlmE	938	714	1006	936	1371	1197
gene3296	yhbY	884	794	1306	362	455	547
gene3297	greA	1090	1116	1245	546	633	905
gene3298	dacB	112	119	194	139	179	237
gene3299	obgE	2848	2713	2608	594	684	666
gene33	carB	206	233	165	193	162	168
gene330	betI	487	443	577	182	165	210
gene3300	yhbE	1334	1504	1499	296	378	504
gene3301	rpmA	4730	3743	5850	1215	1237	1607
gene3302	rplU	9952	8597	12721	2668	2550	3001
gene3303	ispB	390	342	417	487	579	482
gene3304	sfsB	43	28	36	16	10	17
gene3305	murA	1149	965	1055	1058	1182	1183
gene3306	ibaG	455	398	412	426	399	327
gene3307	mlaB	427	501	444	467	412	392
gene3308	mlaC	636	617	632	691	757	535
gene3309	mlaD	392	375	379	365	482	337
gene331	betT	2472	1936	2643	297	444	605
gene3310	mlaE	460	421	484	479	623	633
gene3311	mlaF	885	884	995	987	1255	1381
gene3312	yrbG	536	562	757	639	792	736
gene3313	kdsD	721	801	590	859	838	961
gene3314	kdsC	660	582	667	570	722	629
gene3315	lptC	599	611	541	601	661	565
gene3316	lptA	551	546	588	608	618	435
gene3317	lptB	587	629	597	884	901	784
gene3318	rpoN	2853	2474	1420	3393	4254	3924
gene3319	hpf	397	395	370	780	895	677
gene332	yahV	16	14	10	0	0	1
gene3320	ptsN	376	384	344	979	1169	1125
gene3321	rapZ	546	514	544	1710	1947	1867
gene3322	npr	413	401	400	1367	1442	1377
gene3323	yrbL	4060	3173	4641	2355	2709	2885
gene3324	mtgA	55	56	76	208	258	192
gene3325	elbB	63	79	96	276	276	227
gene3326	arcZ	35	29	28	393	443	328
gene3327	arcB	993	1002	460	1351	1560	1054
gene3328	yhcC	15	7	17	49	42	58
gene3329	gltB	808	770	691	5650	5827	2865
gene333	pdeL	4156	4668	5344	122	120	152
gene3330	gltD	271	193	232	3271	2617	1488
gene3331	gltF	400	449	551	98	95	98
gene3332	yhcA	196	316	290	6	6	6
gene3333	yhcD	352	287	419	61	107	84
gene3335	insH-10	1	0	0	1	0	0
gene3336	yhcF	136	173	107	35	71	52
gene3337	yhcG	278	241	410	147	140	154
gene3338	yhcH	7	4	10	189	124	75
